PI,Customer,ItemCode,Product,Currency,Price,Quantity,Discount,T/T Discount,Total,ShipDate,InvDate,DeliveryFrom,Destination,Comments,Country,ShipTo
2383561,C2,,(EU) C2 Storage Basic,EUR,51.6,1,0,0,51.6,2024-03-01,2024-03-01,EU,Mexico,,Mexico,
2383562,C2,,(EU) C2 Backup Business,EUR,83.76,1,0,0,83.76,2024-03-01,2024-03-01,EU,Mexico,,Mexico,
2383563,C2,,(EU) C2 Backup Individual,EUR,9.39,1,0,0,9.39,2024-03-01,2024-03-01,EU,Mexico,,Mexico,
2383564,C2,,(US) C2 Password Plus,USD,2.34,1,0,0,2.34,2024-03-01,2024-03-01,US,Mexico,,Mexico,
2383565,C2,,(US) Active Insight Premium,USD,15.39,1,0,0,15.39,2024-03-01,2024-03-01,US,Mexico,,Mexico,
2383566,C2,,(US) C2 Storage Advanced,USD,3323.42,1,0,0,3323.42,2024-03-01,2024-03-01,US,Mexico,,Mexico,
2383567,C2,,(US) C2 Storage Basic,USD,92.84,1,0,0,92.84,2024-03-01,2024-03-01,US,Mexico,,Mexico,
2383568,C2,,(US) C2 Backup Enterprise,USD,845.58,1,0,0,845.58,2024-03-01,2024-03-01,US,Mexico,,Mexico,
2383569,C2,,(US) C2 Backup Individual,USD,47.37,1,0,0,47.37,2024-03-01,2024-03-01,US,Mexico,,Mexico,
2383570,C2,,(US) C2 Identity Business,USD,15.66,1,0,0,15.66,2024-03-01,2024-03-01,US,Mexico,,Mexico,
2383571,C2,,(US) C2 Object Storage Standard,USD,363.15,1,0,0,363.15,2024-03-01,2024-03-01,US,Mexico,,Mexico,
2383572,C2,,(US) C2 Backup Business,USD,976.72,1,0,0,976.72,2024-03-01,2024-03-01,US,Mexico,,Mexico,
2383573,C2,,(US) C2 Transfer Professional,USD,9.39,1,0,0,9.39,2024-03-01,2024-03-01,US,Mexico,,Mexico,
2383574,C2,,US_SURVEILLANCE_ADVANCED_1080P_YEAR_30D,USD,4.7,1,0,0,4.7,2024-03-01,2024-03-01,US,Mexico,,Mexico,
2383575,C2,,US_SURVEILLANCE_ADVANCED_5MP_YEAR_30D,USD,9.4,1,0,0,9.4,2024-03-01,2024-03-01,US,Mexico,,Mexico,
2383576,C2,,C2 Storage discount,EUR,-13.16,1,0,0,-13.16,2024-03-01,2024-03-01,,Malaysia,,Malaysia,
2383577,C2,,(EU) Active Insight Premium,EUR,4.7,1,0,0,4.7,2024-03-01,2024-03-01,EU,Malaysia,,Malaysia,
2383578,C2,,(EU) C2 Storage Advanced,EUR,783.43,1,0,0,783.43,2024-03-01,2024-03-01,EU,Malaysia,,Malaysia,
2383579,C2,,(EU) C2 Storage Basic,EUR,42.02,1,0,0,42.02,2024-03-01,2024-03-01,EU,Malaysia,,Malaysia,
2383580,C2,,(US) C2 Password Plus,USD,0.39,1,0,0,0.39,2024-03-01,2024-03-01,US,Malaysia,,Malaysia,
2383581,C2,,(APAC) C2 Backup Business,USD,104.39,1,0,0,104.39,2024-03-01,2024-03-01,APAC,Malaysia,,Malaysia,
2383582,C2,,(APAC) C2 Backup Individual,USD,25.79,1,0,0,25.79,2024-03-01,2024-03-01,APAC,Malaysia,,Malaysia,
2383583,C2,,(APAC) C2 Storage Advanced,USD,727.34,1,0,0,727.34,2024-03-01,2024-03-01,APAC,Malaysia,,Malaysia,
2383584,C2,,(APAC) C2 Storage Basic,USD,25.07,1,0,0,25.07,2024-03-01,2024-03-01,APAC,Malaysia,,Malaysia,
2383585,C2,,(US) Active Insight Premium,USD,15.66,1,0,0,15.66,2024-03-01,2024-03-01,US,Malaysia,,Malaysia,
2383586,C2,,(US) C2 Storage Advanced,USD,753.06,1,0,0,753.06,2024-03-01,2024-03-01,US,Malaysia,,Malaysia,
2383587,C2,,(US) C2 Storage Basic,USD,57.6,1,0,0,57.6,2024-03-01,2024-03-01,US,Malaysia,,Malaysia,
2383588,C2,,(US) C2 Object Storage Standard,USD,164.27,1,0,0,164.27,2024-03-01,2024-03-01,US,Malaysia,,Malaysia,
2383589,C2,,(US) C2 Backup Business,USD,117.68,1,0,0,117.68,2024-03-01,2024-03-01,US,Malaysia,,Malaysia,
2383590,C2,,US_SURVEILLANCE_ADVANCED_1080P_YEAR_30D,USD,4.7,1,0,0,4.7,2024-03-01,2024-03-01,US,Malaysia,,Malaysia,
2383591,C2,,(EU) Active Insight Premium,EUR,6.26,1,0,0,6.26,2024-03-01,2024-03-01,EU,Mozambique,,Mozambique,
2383592,C2,,(EU) C2 Storage Advanced,EUR,140.59,1,0,0,140.59,2024-03-01,2024-03-01,EU,Mozambique,,Mozambique,
2383593,C2,,(EU) C2 Backup Business,EUR,46.95,1,0,0,46.95,2024-03-01,2024-03-01,EU,Mozambique,,Mozambique,
2383594,C2,,(EU) C2 Transfer Business,EUR,46.99,1,0,0,46.99,2024-03-01,2024-03-01,EU,Mozambique,,Mozambique,
2383595,C2,,(EU) C2 Storage Advanced,EUR,300.78,1,0,0,300.78,2024-03-01,2024-03-01,EU,New Caledonia,,New Caledonia,
2383596,C2,,(EU) C2 Storage Basic,EUR,36.82,1,0,0,36.82,2024-03-01,2024-03-01,EU,New Caledonia,,New Caledonia,
2383597,C2,,(APAC) C2 Backup Individual,USD,2.98,1,0,0,2.98,2024-03-01,2024-03-01,APAC,New Caledonia,,New Caledonia,
2383598,C2,,(US) C2 Storage Advanced,USD,278.09,1,0,0,278.09,2024-03-01,2024-03-01,US,New Caledonia,,New Caledonia,
2383599,C2,,(US) C2 Storage Basic,USD,14.1,1,0,0,14.1,2024-03-01,2024-03-01,US,New Caledonia,,New Caledonia,
2383600,C2,,US_SURVEILLANCE_ADVANCED_1080P_YEAR_30D,USD,9.4,1,0,0,9.4,2024-03-01,2024-03-01,US,New Caledonia,,New Caledonia,
2383601,C2,,(EU) C2 Storage Advanced,EUR,6.57,1,0,0,6.57,2024-03-01,2024-03-01,EU,Nigeria,,Nigeria,
2383602,C2,,(EU) C2 Storage Basic,EUR,5.63,1,0,0,5.63,2024-03-01,2024-03-01,EU,Nicaragua,,Nicaragua,
2383603,C2,,(US) C2 Storage Advanced,USD,6.57,1,0,0,6.57,2024-03-01,2024-03-01,US,Nicaragua,,Nicaragua,
2383604,C2,,C2 credit,EUR,-146.51,1,0,0,-146.51,2024-03-01,2024-03-01,,Netherlands,,Netherlands,
2383605,C2,,(EU) Active Insight Premium,EUR,1452.42,1,0,0,1452.42,2024-03-01,2024-03-01,EU,Netherlands,,Netherlands,
2383606,C2,,(EU) C2 Storage Advanced,EUR,46824.56,1,0,0,46824.56,2024-03-01,2024-03-01,EU,Netherlands,,Netherlands,
2383607,C2,,(EU) C2 Storage Basic,EUR,9821.25,1,0,0,9821.25,2024-03-01,2024-03-01,EU,Netherlands,,Netherlands,
2383608,C2,,(EU) C2 Backup Individual,EUR,512.46,1,0,0,512.46,2024-03-01,2024-03-01,EU,Netherlands,,Netherlands,
2383609,C2,,(EU) C2 Identity Business,EUR,325.94,1,0,0,325.94,2024-03-01,2024-03-01,EU,Netherlands,,Netherlands,
2383610,C2,,(EU) C2 Object Storage Standard,EUR,676.71,1,0,0,676.71,2024-03-01,2024-03-01,EU,Netherlands,,Netherlands,
2383611,C2,,(EU) C2 Backup Business,EUR,1804.86,1,0,0,1804.86,2024-03-01,2024-03-01,EU,Netherlands,,Netherlands,
2383612,C2,,(EU) C2 Password Plus,EUR,47.68,1,0,0,47.68,2024-03-01,2024-03-01,EU,Netherlands,,Netherlands,
2383613,C2,,(EU) C2 Transfer Professional,EUR,23.49,1,0,0,23.49,2024-03-01,2024-03-01,EU,Netherlands,,Netherlands,
2383614,C2,,EU_SURVEILLANCE_ADVANCED_1080P_YEAR_30D,EUR,236.23,1,0,0,236.23,2024-03-01,2024-03-01,EU,Netherlands,,Netherlands,
2383615,C2,,EU_SURVEILLANCE_ADVANCED_1080P_YEAR_90D,EUR,14.1,1,0,0,14.1,2024-03-01,2024-03-01,EU,Netherlands,,Netherlands,
2383616,C2,,EU_SURVEILLANCE_ADVANCED_5MP_YEAR_30D,EUR,43.29,1,0,0,43.29,2024-03-01,2024-03-01,EU,Netherlands,,Netherlands,
2383617,C2,,EU_SURVEILLANCE_BASIC_1080P_YEAR_30D,EUR,82.85,1,0,0,82.85,2024-03-01,2024-03-01,EU,Netherlands,,Netherlands,
2383618,C2,,EU_SURVEILLANCE_BASIC_720P_YEAR_7D,EUR,45.06,1,0,0,45.06,2024-03-01,2024-03-01,EU,Netherlands,,Netherlands,
2383619,C2,,EU_SURVEILLANCE_PROFESSIONAL_1080P_YEAR_30D,EUR,15.67,1,0,0,15.67,2024-03-01,2024-03-01,EU,Netherlands,,Netherlands,
2383620,C2,,(APAC) C2 Storage Advanced,USD,17.62,1,0,0,17.62,2024-03-01,2024-03-01,APAC,Netherlands,,Netherlands,
2383621,C2,,(APAC) C2 Storage Basic,USD,0.86,1,0,0,0.86,2024-03-01,2024-03-01,APAC,Netherlands,,Netherlands,
2383622,C2,,(US) C2 Storage Advanced,USD,48.36,1,0,0,48.36,2024-03-01,2024-03-01,US,Netherlands,,Netherlands,
2383623,C2,,(US) C2 Storage Basic,USD,18.45,1,0,0,18.45,2024-03-01,2024-03-01,US,Netherlands,,Netherlands,
2383624,C2,,US_SURVEILLANCE_ADVANCED_1080P_YEAR_30D,USD,2.35,1,0,0,2.35,2024-03-01,2024-03-01,US,Netherlands,,Netherlands,
2383625,C2,,US_SURVEILLANCE_ADVANCED_5MP_YEAR_30D,USD,4.7,1,0,0,4.7,2024-03-01,2024-03-01,US,Netherlands,,Netherlands,
2383626,C2,,(EU) Active Insight Premium,EUR,62.09,1,0,0,62.09,2024-03-01,2024-03-01,EU,Norway,,Norway,
2383627,C2,,(EU) C2 Storage Advanced,EUR,3721.26,1,0,0,3721.26,2024-03-01,2024-03-01,EU,Norway,,Norway,
2383628,C2,,(EU) C2 Storage Basic,EUR,392.43,1,0,0,392.43,2024-03-01,2024-03-01,EU,Norway,,Norway,
2383629,C2,,(EU) C2 Backup Individual,EUR,37.98,1,0,0,37.98,2024-03-01,2024-03-01,EU,Norway,,Norway,
2383630,C2,,(EU) C2 Object Storage Standard,EUR,5.48,1,0,0,5.48,2024-03-01,2024-03-01,EU,Norway,,Norway,
2383631,C2,,(EU) C2 Backup Business,EUR,180.1,1,0,0,180.1,2024-03-01,2024-03-01,EU,Norway,,Norway,
2383632,C2,,(EU) C2 Password Plus,EUR,1.56,1,0,0,1.56,2024-03-01,2024-03-01,EU,Norway,,Norway,
2383633,C2,,EU_SURVEILLANCE_ADVANCED_1080P_YEAR_30D,EUR,16.44,1,0,0,16.44,2024-03-01,2024-03-01,EU,Norway,,Norway,
2383634,C2,,EU_SURVEILLANCE_ADVANCED_5MP_YEAR_30D,EUR,9.4,1,0,0,9.4,2024-03-01,2024-03-01,EU,Norway,,Norway,
2383635,C2,,EU_SURVEILLANCE_BASIC_720P_YEAR_7D,EUR,2.81,1,0,0,2.81,2024-03-01,2024-03-01,EU,Norway,,Norway,
2383636,C2,,EU_SURVEILLANCE_PROFESSIONAL_1080P_YEAR_30D,EUR,30.73,1,0,0,30.73,2024-03-01,2024-03-01,EU,Norway,,Norway,
2383637,C2,,(US) Active Insight Premium,USD,1.57,1,0,0,1.57,2024-03-01,2024-03-01,US,Norway,,Norway,
2383638,C2,,C2 credit,USD,-13.54,1,0,0,-13.54,2024-03-01,2024-03-01,,New Zealand,,New Zealand,
2383639,C2,,(EU) Active Insight Premium,EUR,69.62,1,0,0,69.62,2024-03-01,2024-03-01,EU,New Zealand,,New Zealand,
2383640,C2,,(EU) C2 Storage Advanced,EUR,1407.23,1,0,0,1407.23,2024-03-01,2024-03-01,EU,New Zealand,,New Zealand,
2383641,C2,,(EU) C2 Storage Basic,EUR,162.29,1,0,0,162.29,2024-03-01,2024-03-01,EU,New Zealand,,New Zealand,
2383642,C2,,(EU) C2 Backup Individual,EUR,2.74,1,0,0,2.74,2024-03-01,2024-03-01,EU,New Zealand,,New Zealand,
2383643,C2,,EU_SURVEILLANCE_ADVANCED_1080P_YEAR_30D,EUR,4.7,1,0,0,4.7,2024-03-01,2024-03-01,EU,New Zealand,,New Zealand,
2383644,C2,,EU_SURVEILLANCE_BASIC_720P_YEAR_7D,EUR,2.11,1,0,0,2.11,2024-03-01,2024-03-01,EU,New Zealand,,New Zealand,
2383645,C2,,(US) C2 Password Plus,USD,1.56,1,0,0,1.56,2024-03-01,2024-03-01,US,New Zealand,,New Zealand,
2383646,C2,,(APAC) C2 Backup Business,USD,94.73,1,0,0,94.73,2024-03-01,2024-03-01,APAC,New Zealand,,New Zealand,
2383647,C2,,(APAC) C2 Object Storage Standard,USD,30.99,1,0,0,30.99,2024-03-01,2024-03-01,APAC,New Zealand,,New Zealand,
2383648,C2,,(APAC) C2 Password Plus,USD,0.43,1,0,0,0.43,2024-03-01,2024-03-01,APAC,New Zealand,,New Zealand,
2383649,C2,,(APAC) C2 Storage Advanced,USD,757.8,1,0,0,757.8,2024-03-01,2024-03-01,APAC,New Zealand,,New Zealand,
2383650,C2,,(APAC) C2 Storage Basic,USD,30.2,1,0,0,30.2,2024-03-01,2024-03-01,APAC,New Zealand,,New Zealand,
2383651,C2,,(US) Active Insight Premium,USD,129.9,1,0,0,129.9,2024-03-01,2024-03-01,US,New Zealand,,New Zealand,
2383652,C2,,(US) C2 Storage Advanced,USD,2923.92,1,0,0,2923.92,2024-03-01,2024-03-01,US,New Zealand,,New Zealand,
2383653,C2,,(US) C2 Storage Basic,USD,167.45,1,0,0,167.45,2024-03-01,2024-03-01,US,New Zealand,,New Zealand,
2383654,C2,,(US) C2 Backup Individual,USD,26.62,1,0,0,26.62,2024-03-01,2024-03-01,US,New Zealand,,New Zealand,
2383655,C2,,(US) C2 Object Storage Standard,USD,6.57,1,0,0,6.57,2024-03-01,2024-03-01,US,New Zealand,,New Zealand,
2383656,C2,,(US) C2 Backup Business,USD,86.16,1,0,0,86.16,2024-03-01,2024-03-01,US,New Zealand,,New Zealand,
2383657,C2,,US_SURVEILLANCE_ADVANCED_1080P_YEAR_30D,USD,18.8,1,0,0,18.8,2024-03-01,2024-03-01,US,New Zealand,,New Zealand,
2383658,C2,,US_SURVEILLANCE_BASIC_1080P_YEAR_30D,USD,5.87,1,0,0,5.87,2024-03-01,2024-03-01,US,New Zealand,,New Zealand,
2383659,C2,,US_SURVEILLANCE_BASIC_720P_YEAR_7D,USD,16.19,1,0,0,16.19,2024-03-01,2024-03-01,US,New Zealand,,New Zealand,
2383660,C2,,(EU) C2 Storage Basic,EUR,5.63,1,0,0,5.63,2024-03-01,2024-03-01,EU,Oman,,Oman,
2383661,C2,,(APAC) C2 Storage Advanced,USD,11.75,1,0,0,11.75,2024-03-01,2024-03-01,APAC,Oman,,Oman,
2383662,C2,,(US) C2 Storage Advanced,USD,5.48,1,0,0,5.48,2024-03-01,2024-03-01,US,Oman,,Oman,
2383663,C2,,(US) C2 Object Storage Standard,USD,24.33,1,0,0,24.33,2024-03-01,2024-03-01,US,Oman,,Oman,
2383664,C2,,(EU) Active Insight Premium,EUR,3.13,1,0,0,3.13,2024-03-01,2024-03-01,EU,Panama,,Panama,
2383665,C2,,(EU) C2 Storage Advanced,EUR,10.96,1,0,0,10.96,2024-03-01,2024-03-01,EU,Panama,,Panama,
2383666,C2,,(US) C2 Storage Advanced,USD,90.99,1,0,0,90.99,2024-03-01,2024-03-01,US,Panama,,Panama,
2383667,C2,,(US) C2 Storage Basic,USD,10.2,1,0,0,10.2,2024-03-01,2024-03-01,US,Panama,,Panama,
2383668,C2,,(US) C2 Backup Individual,USD,5.48,1,0,0,5.48,2024-03-01,2024-03-01,US,Panama,,Panama,
2383669,C2,,(US) C2 Object Storage Standard,USD,6.57,1,0,0,6.57,2024-03-01,2024-03-01,US,Panama,,Panama,
2383670,C2,,US_SURVEILLANCE_BASIC_1080P_YEAR_30D,USD,1.96,1,0,0,1.96,2024-03-01,2024-03-01,US,Panama,,Panama,
2383671,C2,,US_SURVEILLANCE_BASIC_720P_YEAR_7D,USD,2.22,1,0,0,2.22,2024-03-01,2024-03-01,US,Panama,,Panama,
2383672,C2,,C2 credit,USD,-7.56,1,0,0,-7.56,2024-03-01,2024-03-01,,Peru,,Peru,
2383673,C2,,(EU) C2 Storage Advanced,EUR,183.48,1,0,0,183.48,2024-03-01,2024-03-01,EU,Peru,,Peru,
2383674,C2,,(US) Active Insight Premium,USD,1.57,1,0,0,1.57,2024-03-01,2024-03-01,US,Peru,,Peru,
2383675,C2,,(US) C2 Storage Advanced,USD,276.49,1,0,0,276.49,2024-03-01,2024-03-01,US,Peru,,Peru,
2383676,C2,,(US) C2 Storage Basic,USD,11.11,1,0,0,11.11,2024-03-01,2024-03-01,US,Peru,,Peru,
2383677,C2,,(US) C2 Backup Business,USD,112.69,1,0,0,112.69,2024-03-01,2024-03-01,US,Peru,,Peru,
2383678,C2,,US_SURVEILLANCE_BASIC_720P_YEAR_7D,USD,1.41,1,0,0,1.41,2024-03-01,2024-03-01,US,Peru,,Peru,
2383679,C2,,(EU) Active Insight Premium,EUR,61.07,1,0,0,61.07,2024-03-01,2024-03-01,EU,French Polynesia,,French Polynesia,
2383680,C2,,(EU) C2 Storage Advanced,EUR,92.81,1,0,0,92.81,2024-03-01,2024-03-01,EU,French Polynesia,,French Polynesia,
2383681,C2,,(EU) C2 Storage Basic,EUR,6.66,1,0,0,6.66,2024-03-01,2024-03-01,EU,French Polynesia,,French Polynesia,
2383682,C2,,(EU) C2 Backup Individual,EUR,19.58,1,0,0,19.58,2024-03-01,2024-03-01,EU,French Polynesia,,French Polynesia,
2383683,C2,,(US) C2 Storage Advanced,USD,43.81,1,0,0,43.81,2024-03-01,2024-03-01,US,French Polynesia,,French Polynesia,
2383684,C2,,(US) C2 Storage Basic,USD,6.66,1,0,0,6.66,2024-03-01,2024-03-01,US,French Polynesia,,French Polynesia,
2383685,C2,,US_SURVEILLANCE_BASIC_1080P_YEAR_30D,USD,7.83,1,0,0,7.83,2024-03-01,2024-03-01,US,French Polynesia,,French Polynesia,
2383686,C2,,(US) C2 Storage Advanced,USD,16.45,1,0,0,16.45,2024-03-01,2024-03-01,US,Papua New Guinea,,Papua New Guinea,
2383687,C2,,(EU) Active Insight Premium,EUR,1.57,1,0,0,1.57,2024-03-01,2024-03-01,EU,Philippines,,Philippines,
2383688,C2,,(EU) C2 Storage Advanced,EUR,258.07,1,0,0,258.07,2024-03-01,2024-03-01,EU,Philippines,,Philippines,
2383689,C2,,(EU) C2 Storage Basic,EUR,20.91,1,0,0,20.91,2024-03-01,2024-03-01,EU,Philippines,,Philippines,
2383690,C2,,(US) C2 Password Plus,USD,0.39,1,0,0,0.39,2024-03-01,2024-03-01,US,Philippines,,Philippines,
2383691,C2,,(APAC) C2 Backup Business,USD,86.16,1,0,0,86.16,2024-03-01,2024-03-01,APAC,Philippines,,Philippines,
2383692,C2,,(APAC) C2 Backup Individual,USD,8.62,1,0,0,8.62,2024-03-01,2024-03-01,APAC,Philippines,,Philippines,
2383693,C2,,(APAC) C2 Password Plus,USD,0.43,1,0,0,0.43,2024-03-01,2024-03-01,APAC,Philippines,,Philippines,
2383694,C2,,(APAC) C2 Storage Advanced,USD,114.78,1,0,0,114.78,2024-03-01,2024-03-01,APAC,Philippines,,Philippines,
2383695,C2,,(APAC) C2 Storage Basic,USD,7.2,1,0,0,7.2,2024-03-01,2024-03-01,APAC,Philippines,,Philippines,
2383696,C2,,(US) Active Insight Premium,USD,7.83,1,0,0,7.83,2024-03-01,2024-03-01,US,Philippines,,Philippines,
2383697,C2,,(US) C2 Storage Advanced,USD,282.8,1,0,0,282.8,2024-03-01,2024-03-01,US,Philippines,,Philippines,
2383698,C2,,(US) C2 Storage Basic,USD,6.66,1,0,0,6.66,2024-03-01,2024-03-01,US,Philippines,,Philippines,
2383699,C2,,(US) C2 Backup Individual,USD,7.83,1,0,0,7.83,2024-03-01,2024-03-01,US,Philippines,,Philippines,
2383700,C2,,(US) C2 Transfer Professional,USD,9.39,1,0,0,9.39,2024-03-01,2024-03-01,US,Philippines,,Philippines,
2383701,C2,,US_SURVEILLANCE_BASIC_720P_YEAR_7D,USD,0.7,1,0,0,0.7,2024-03-01,2024-03-01,US,Philippines,,Philippines,
2383702,C2,,(EU) C2 Storage Advanced,EUR,10.97,1,0,0,10.97,2024-03-01,2024-03-01,EU,Pakistan,,Pakistan,
2383703,C2,,(US) C2 Storage Advanced,USD,32.91,1,0,0,32.91,2024-03-01,2024-03-01,US,Pakistan,,Pakistan,
2383704,C2,,C2 credit,EUR,-20.62,1,0,0,-20.62,2024-03-01,2024-03-01,,Poland,,Poland,
2383705,C2,,(EU) Active Insight Premium,EUR,133.54,1,0,0,133.54,2024-03-01,2024-03-01,EU,Poland,,Poland,
2383706,C2,,(EU) C2 Storage Advanced,EUR,6671.7,1,0,0,6671.7,2024-03-01,2024-03-01,EU,Poland,,Poland,
2383707,C2,,(EU) C2 Storage Basic,EUR,1024.21,1,0,0,1024.21,2024-03-01,2024-03-01,EU,Poland,,Poland,
2383708,C2,,(EU) C2 Backup Individual,EUR,125.72,1,0,0,125.72,2024-03-01,2024-03-01,EU,Poland,,Poland,
2383709,C2,,(EU) C2 Identity Business,EUR,-4.41,1,0,0,-4.41,2024-03-01,2024-03-01,EU,Poland,,Poland,
2383710,C2,,(EU) C2 Object Storage Standard,EUR,265.09,1,0,0,265.09,2024-03-01,2024-03-01,EU,Poland,,Poland,
2383711,C2,,(EU) C2 Backup Business,EUR,623.83,1,0,0,623.83,2024-03-01,2024-03-01,EU,Poland,,Poland,
2383712,C2,,(EU) C2 Password Plus,EUR,8.97,1,0,0,8.97,2024-03-01,2024-03-01,EU,Poland,,Poland,
2383713,C2,,(EU) C2 Transfer Professional,EUR,34.44,1,0,0,34.44,2024-03-01,2024-03-01,EU,Poland,,Poland,
2383714,C2,,EU_SURVEILLANCE_ADVANCED_1080P_YEAR_30D,EUR,56.39,1,0,0,56.39,2024-03-01,2024-03-01,EU,Poland,,Poland,
2383715,C2,,EU_SURVEILLANCE_ADVANCED_1080P_YEAR_90D,EUR,9.4,1,0,0,9.4,2024-03-01,2024-03-01,EU,Poland,,Poland,
2383716,C2,,EU_SURVEILLANCE_BASIC_1080P_YEAR_30D,EUR,13.7,1,0,0,13.7,2024-03-01,2024-03-01,EU,Poland,,Poland,
2383717,C2,,EU_SURVEILLANCE_BASIC_720P_YEAR_7D,EUR,9.59,1,0,0,9.59,2024-03-01,2024-03-01,EU,Poland,,Poland,
2383718,C2,,EU_SURVEILLANCE_PROFESSIONAL_1080P_YEAR_30D,EUR,31.49,1,0,0,31.49,2024-03-01,2024-03-01,EU,Poland,,Poland,
2383719,C2,,(US) C2 Password Plus,USD,0.39,1,0,0,0.39,2024-03-01,2024-03-01,US,Poland,,Poland,
2383720,C2,,(US) Active Insight Premium,USD,37.58,1,0,0,37.58,2024-03-01,2024-03-01,US,Poland,,Poland,
2383721,C2,,(US) C2 Storage Advanced,USD,97.51,1,0,0,97.51,2024-03-01,2024-03-01,US,Poland,,Poland,
2383722,C2,,(US) C2 Storage Basic,USD,36.22,1,0,0,36.22,2024-03-01,2024-03-01,US,Poland,,Poland,
2383723,C2,,(US) C2 Backup Individual,USD,7.83,1,0,0,7.83,2024-03-01,2024-03-01,US,Poland,,Poland,
2383724,C2,,(EU) C2 Password Plus,EUR,0.39,1,0,0,0.39,2024-03-01,2024-03-01,EU,Saint Pierre and Miquelon,,Saint Pierre and Miquelon,
2383725,C2,,(EU) C2 Storage Basic,EUR,1.96,1,0,0,1.96,2024-03-01,2024-03-01,EU,Pitcairn,,Pitcairn,
2383726,C2,,(EU) Active Insight Premium,EUR,19.15,1,0,0,19.15,2024-03-01,2024-03-01,EU,Puerto Rico,,Puerto Rico,
2383727,C2,,(US) C2 Storage Advanced,USD,606.47,1,0,0,606.47,2024-03-01,2024-03-01,US,Puerto Rico,,Puerto Rico,
2383728,C2,,(US) C2 Storage Basic,USD,16.06,1,0,0,16.06,2024-03-01,2024-03-01,US,Puerto Rico,,Puerto Rico,
2383729,C2,,(US) C2 Object Storage Standard,USD,6.57,1,0,0,6.57,2024-03-01,2024-03-01,US,Puerto Rico,,Puerto Rico,
2383730,C2,,(US) C2 Backup Business,USD,78.32,1,0,0,78.32,2024-03-01,2024-03-01,US,Puerto Rico,,Puerto Rico,
2383731,C2,,US_SURVEILLANCE_BASIC_1080P_YEAR_30D,USD,7.83,1,0,0,7.83,2024-03-01,2024-03-01,US,Puerto Rico,,Puerto Rico,
2383732,C2,,(US) C2 Storage Advanced,USD,10.97,1,0,0,10.97,2024-03-01,2024-03-01,US,"Palestine, State of",,"Palestine, State of",
2383733,C2,,C2 credit,EUR,-14.1,1,0,0,-14.1,2024-03-01,2024-03-01,,Portugal,,Portugal,
2383734,C2,,(EU) Active Insight Premium,EUR,61.08,1,0,0,61.08,2024-03-01,2024-03-01,EU,Portugal,,Portugal,
2383735,C2,,(EU) C2 Storage Advanced,EUR,2656.7,1,0,0,2656.7,2024-03-01,2024-03-01,EU,Portugal,,Portugal,
2383736,C2,,(EU) C2 Storage Basic,EUR,326.33,1,0,0,326.33,2024-03-01,2024-03-01,EU,Portugal,,Portugal,
2383737,C2,,(EU) C2 Backup Individual,EUR,39.54,1,0,0,39.54,2024-03-01,2024-03-01,EU,Portugal,,Portugal,
2383738,C2,,(EU) C2 Object Storage Standard,EUR,76.38,1,0,0,76.38,2024-03-01,2024-03-01,EU,Portugal,,Portugal,
2383739,C2,,(EU) C2 Backup Business,EUR,395.25,1,0,0,395.25,2024-03-01,2024-03-01,EU,Portugal,,Portugal,
2383740,C2,,(EU) C2 Password Plus,EUR,1.56,1,0,0,1.56,2024-03-01,2024-03-01,EU,Portugal,,Portugal,
2383741,C2,,EU_SURVEILLANCE_ADVANCED_1080P_YEAR_30D,EUR,18.79,1,0,0,18.79,2024-03-01,2024-03-01,EU,Portugal,,Portugal,
2383742,C2,,EU_SURVEILLANCE_BASIC_720P_YEAR_7D,EUR,6.17,1,0,0,6.17,2024-03-01,2024-03-01,EU,Portugal,,Portugal,
2383743,C2,,(APAC) C2 Backup Business,USD,72.31,1,0,0,72.31,2024-03-01,2024-03-01,APAC,Paraguay,,Paraguay,
2383744,C2,,(US) C2 Storage Advanced,USD,38.38,1,0,0,38.38,2024-03-01,2024-03-01,US,Paraguay,,Paraguay,
2383745,C2,,(US) C2 Backup Business,USD,86.11,1,0,0,86.11,2024-03-01,2024-03-01,US,Paraguay,,Paraguay,
2383746,C2,,(EU) C2 Storage Advanced,EUR,110.83,1,0,0,110.83,2024-03-01,2024-03-01,EU,Qatar,,Qatar,
2383747,C2,,(EU) C2 Storage Basic,EUR,1.96,1,0,0,1.96,2024-03-01,2024-03-01,EU,Qatar,,Qatar,
2383748,C2,,(US) Active Insight Premium,USD,14.1,1,0,0,14.1,2024-03-01,2024-03-01,US,Qatar,,Qatar,
2383749,C2,,(US) C2 Storage Advanced,USD,52.6,1,0,0,52.6,2024-03-01,2024-03-01,US,Qatar,,Qatar,
2383750,C2,,(US) C2 Backup Business,USD,46.95,1,0,0,46.95,2024-03-01,2024-03-01,US,Qatar,,Qatar,
2383751,C2,,(EU) Active Insight Premium,EUR,101.79,1,0,0,101.79,2024-03-01,2024-03-01,EU,Réunion,,Réunion,
2383752,C2,,(EU) C2 Storage Advanced,EUR,259.18,1,0,0,259.18,2024-03-01,2024-03-01,EU,Réunion,,Réunion,
2383753,C2,,(EU) C2 Storage Basic,EUR,24.29,1,0,0,24.29,2024-03-01,2024-03-01,EU,Réunion,,Réunion,
2383754,C2,,(EU) C2 Backup Business,EUR,39.16,1,0,0,39.16,2024-03-01,2024-03-01,EU,Réunion,,Réunion,
