PI,Customer,ItemCode,Product,Currency,Price,Quantity,Discount,T/T Discount,Total,ShipDate,InvDate,DeliveryFrom,Destination,Comments,Country,ShipTo
2380065,C2,,(EU) C2 Storage Advanced,EUR,189.67,1,0,0,189.67,2024-01-01,2024-01-01,EU,Andorra,,Andorra,
2380066,C2,,(EU) C2 Storage Basic,EUR,31.34,1,0,0,31.34,2024-01-01,2024-01-01,EU,Andorra,,Andorra,
2380067,C2,,(EU) C2 Backup Business,EUR,39.16,1,0,0,39.16,2024-01-01,2024-01-01,EU,Andorra,,Andorra,
2380068,C2,,(EU) C2 Transfer Professional,EUR,7.83,1,0,0,7.83,2024-01-01,2024-01-01,EU,Andorra,,Andorra,
2380069,C2,,(US) C2 Storage Basic,USD,1.96,1,0,0,1.96,2024-01-01,2024-01-01,US,Andorra,,Andorra,
2380070,C2,,(EU) Active Insight Premium,EUR,36.11,1,0,0,36.11,2024-01-01,2024-01-01,EU,United Arab Emirates,,United Arab Emirates,
2380071,C2,,(EU) Active Insight Premium Early Bird,EUR,0.78,1,0,0,0.78,2024-01-01,2024-01-01,EU,United Arab Emirates,,United Arab Emirates,
2380072,C2,,(EU) C2 Storage Advanced,EUR,1574.1,1,0,0,1574.1,2024-01-01,2024-01-01,EU,United Arab Emirates,,United Arab Emirates,
2380073,C2,,(EU) C2 Storage Basic,EUR,77.11,1,0,0,77.11,2024-01-01,2024-01-01,EU,United Arab Emirates,,United Arab Emirates,
2380074,C2,,(EU) C2 Backup Individual,EUR,35.24,1,0,0,35.24,2024-01-01,2024-01-01,EU,United Arab Emirates,,United Arab Emirates,
2380075,C2,,(EU) C2 Object Storage Standard,EUR,101.95,1,0,0,101.95,2024-01-01,2024-01-01,EU,United Arab Emirates,,United Arab Emirates,
2380076,C2,,(EU) C2 Backup Business,EUR,93.91,1,0,0,93.91,2024-01-01,2024-01-01,EU,United Arab Emirates,,United Arab Emirates,
2380077,C2,,(EU) C2 Password Plus,EUR,0.39,1,0,0,0.39,2024-01-01,2024-01-01,EU,United Arab Emirates,,United Arab Emirates,
2380078,C2,,EU_SURVEILLANCE_ADVANCED_1080P_YEAR_30D,EUR,7.05,1,0,0,7.05,2024-01-01,2024-01-01,EU,United Arab Emirates,,United Arab Emirates,
2380079,C2,,(APAC) C2 Storage Advanced,USD,1140.07,1,0,0,1140.07,2024-01-01,2024-01-01,APAC,United Arab Emirates,,United Arab Emirates,
2380080,C2,,(APAC) C2 Storage Basic,USD,2.11,1,0,0,2.11,2024-01-01,2024-01-01,APAC,United Arab Emirates,,United Arab Emirates,
2380081,C2,,(US) Active Insight Premium Early Bird,USD,6.26,1,0,0,6.26,2024-01-01,2024-01-01,US,United Arab Emirates,,United Arab Emirates,
2380082,C2,,(US) Active Insight Premium,USD,1.0,1,0,0,1.0,2024-01-01,2024-01-01,US,United Arab Emirates,,United Arab Emirates,
2380083,C2,,(US) C2 Storage Advanced,USD,814.59,1,0,0,814.59,2024-01-01,2024-01-01,US,United Arab Emirates,,United Arab Emirates,
2380084,C2,,(US) C2 Storage Basic,USD,9.4,1,0,0,9.4,2024-01-01,2024-01-01,US,United Arab Emirates,,United Arab Emirates,
2380085,C2,,(US) C2 Backup Individual,USD,3.28,1,0,0,3.28,2024-01-01,2024-01-01,US,United Arab Emirates,,United Arab Emirates,
2380086,C2,,(US) C2 Backup Business,USD,396.31,1,0,0,396.31,2024-01-01,2024-01-01,US,United Arab Emirates,,United Arab Emirates,
2380087,C2,,(EU) Active Insight Premium,EUR,1.57,1,0,0,1.57,2024-01-01,2024-01-01,EU,Afghanistan,,Afghanistan,
2380088,C2,,(EU) C2 Storage Basic,EUR,11.36,1,0,0,11.36,2024-01-01,2024-01-01,EU,Afghanistan,,Afghanistan,
2380089,C2,,(EU) Active Insight Premium,EUR,1.57,1,0,0,1.57,2024-01-01,2024-01-01,EU,Antigua and Barbuda,,Antigua and Barbuda,
2380090,C2,,(US) C2 Storage Advanced,USD,10.97,1,0,0,10.97,2024-01-01,2024-01-01,US,Antigua and Barbuda,,Antigua and Barbuda,
2380091,C2,,(EU) C2 Storage Advanced,EUR,129.88,1,0,0,129.88,2024-01-01,2024-01-01,EU,Albania,,Albania,
2380092,C2,,(EU) C2 Storage Advanced,EUR,71.23,1,0,0,71.23,2024-01-01,2024-01-01,EU,Armenia,,Armenia,
2380093,C2,,(EU) C2 Storage Basic,EUR,4.7,1,0,0,4.7,2024-01-01,2024-01-01,EU,Armenia,,Armenia,
2380094,C2,,EU_SURVEILLANCE_BASIC_720P_YEAR_7D,EUR,1.41,1,0,0,1.41,2024-01-01,2024-01-01,EU,Armenia,,Armenia,
2380095,C2,,(APAC) C2 Storage Advanced,USD,5.87,1,0,0,5.87,2024-01-01,2024-01-01,APAC,Armenia,,Armenia,
2380096,C2,,US_SURVEILLANCE_BASIC_720P_YEAR_7D,USD,0.7,1,0,0,0.7,2024-01-01,2024-01-01,US,Armenia,,Armenia,
2380097,C2,,(EU) C2 Storage Advanced,EUR,51.15,1,0,0,51.15,2024-01-01,2024-01-01,EU,Angola,,Angola,
2380098,C2,,(EU) Active Insight Premium Early Bird,EUR,0.78,1,0,0,0.78,2024-01-01,2024-01-01,EU,Argentina,,Argentina,
2380099,C2,,(EU) C2 Storage Advanced,EUR,143.62,1,0,0,143.62,2024-01-01,2024-01-01,EU,Argentina,,Argentina,
2380100,C2,,(EU) C2 Storage Basic,EUR,19.87,1,0,0,19.87,2024-01-01,2024-01-01,EU,Argentina,,Argentina,
2380101,C2,,(US) C2 Password Plus,USD,0.39,1,0,0,0.39,2024-01-01,2024-01-01,US,Argentina,,Argentina,
2380102,C2,,(US) C2 Storage Advanced,USD,485.49,1,0,0,485.49,2024-01-01,2024-01-01,US,Argentina,,Argentina,
2380103,C2,,(US) C2 Storage Basic,USD,8.22,1,0,0,8.22,2024-01-01,2024-01-01,US,Argentina,,Argentina,
2380104,C2,,US_SURVEILLANCE_ADVANCED_1080P_YEAR_30D,USD,27.98,1,0,0,27.98,2024-01-01,2024-01-01,US,Argentina,,Argentina,
2380105,C2,,US_SURVEILLANCE_BASIC_720P_YEAR_7D,USD,2.11,1,0,0,2.11,2024-01-01,2024-01-01,US,Argentina,,Argentina,
2380106,C2,,(EU) C2 Storage Advanced,EUR,5.48,1,0,0,5.48,2024-01-01,2024-01-01,EU,American Samoa,,American Samoa,
2380107,C2,,(US) C2 Storage Advanced,USD,6.57,1,0,0,6.57,2024-01-01,2024-01-01,US,American Samoa,,American Samoa,
2380108,C2,,C2 credit,EUR,-82.13,1,0,0,-82.13,2024-01-01,2024-01-01,,Austria,,Austria,
2380109,C2,,(EU) Active Insight Premium,EUR,592.08,1,0,0,592.08,2024-01-01,2024-01-01,EU,Austria,,Austria,
2380110,C2,,(EU) Active Insight Premium Early Bird,EUR,64.95,1,0,0,64.95,2024-01-01,2024-01-01,EU,Austria,,Austria,
2380111,C2,,(EU) C2 Storage Advanced,EUR,10612.21,1,0,0,10612.21,2024-01-01,2024-01-01,EU,Austria,,Austria,
2380112,C2,,(EU) C2 Storage Basic,EUR,2368.84,1,0,0,2368.84,2024-01-01,2024-01-01,EU,Austria,,Austria,
2380113,C2,,(EU) C2 Backup Individual,EUR,307.71,1,0,0,307.71,2024-01-01,2024-01-01,EU,Austria,,Austria,
2380114,C2,,(EU) C2 Identity Business,EUR,15.66,1,0,0,15.66,2024-01-01,2024-01-01,EU,Austria,,Austria,
2380115,C2,,(EU) C2 Object Storage Standard,EUR,428.48,1,0,0,428.48,2024-01-01,2024-01-01,EU,Austria,,Austria,
2380116,C2,,(EU) C2 Backup Business,EUR,1026.89,1,0,0,1026.89,2024-01-01,2024-01-01,EU,Austria,,Austria,
2380117,C2,,(EU) C2 Password Plus,EUR,15.62,1,0,0,15.62,2024-01-01,2024-01-01,EU,Austria,,Austria,
2380118,C2,,(EU) C2 Transfer Professional,EUR,48.54,1,0,0,48.54,2024-01-01,2024-01-01,EU,Austria,,Austria,
2380119,C2,,EU_SURVEILLANCE_ADVANCED_1080P_YEAR_30D,EUR,39.94,1,0,0,39.94,2024-01-01,2024-01-01,EU,Austria,,Austria,
2380120,C2,,EU_SURVEILLANCE_BASIC_1080P_YEAR_30D,EUR,15.67,1,0,0,15.67,2024-01-01,2024-01-01,EU,Austria,,Austria,
2380121,C2,,EU_SURVEILLANCE_BASIC_720P_YEAR_7D,EUR,17.61,1,0,0,17.61,2024-01-01,2024-01-01,EU,Austria,,Austria,
2380122,C2,,(US) C2 Storage Advanced,USD,27.42,1,0,0,27.42,2024-01-01,2024-01-01,US,Austria,,Austria,
2380123,C2,,(US) C2 Backup Individual,USD,7.83,1,0,0,7.83,2024-01-01,2024-01-01,US,Austria,,Austria,
2380124,C2,,C2 credit,USD,-102.21,1,0,0,-102.21,2024-01-01,2024-01-01,,Australia,,Australia,
2380125,C2,,(EU) Active Insight Premium,EUR,199.35,1,0,0,199.35,2024-01-01,2024-01-01,EU,Australia,,Australia,
2380126,C2,,(EU) Active Insight Premium Early Bird,EUR,37.56,1,0,0,37.56,2024-01-01,2024-01-01,EU,Australia,,Australia,
2380127,C2,,(EU) C2 Storage Advanced,EUR,4823.53,1,0,0,4823.53,2024-01-01,2024-01-01,EU,Australia,,Australia,
2380128,C2,,(EU) C2 Storage Basic,EUR,953.75,1,0,0,953.75,2024-01-01,2024-01-01,EU,Australia,,Australia,
2380129,C2,,(EU) C2 Backup Individual,EUR,10.57,1,0,0,10.57,2024-01-01,2024-01-01,EU,Australia,,Australia,
2380130,C2,,(EU) C2 Object Storage Standard,EUR,27.41,1,0,0,27.41,2024-01-01,2024-01-01,EU,Australia,,Australia,
2380131,C2,,(EU) C2 Backup Business,EUR,39.16,1,0,0,39.16,2024-01-01,2024-01-01,EU,Australia,,Australia,
2380132,C2,,(EU) C2 Password Plus,EUR,1.95,1,0,0,1.95,2024-01-01,2024-01-01,EU,Australia,,Australia,
2380133,C2,,EU_SURVEILLANCE_BASIC_720P_YEAR_7D,EUR,2.11,1,0,0,2.11,2024-01-01,2024-01-01,EU,Australia,,Australia,
2380134,C2,,(US) C2 Password Plus,USD,7.41,1,0,0,7.41,2024-01-01,2024-01-01,US,Australia,,Australia,
2380135,C2,,(APAC) C2 Backup Business,USD,512.44,1,0,0,512.44,2024-01-01,2024-01-01,APAC,Australia,,Australia,
2380136,C2,,(APAC) C2 Backup Individual,USD,38.04,1,0,0,38.04,2024-01-01,2024-01-01,APAC,Australia,,Australia,
2380137,C2,,(APAC) C2 Object Storage Standard,USD,39.61,1,0,0,39.61,2024-01-01,2024-01-01,APAC,Australia,,Australia,
2380138,C2,,(APAC) C2 Password Plus,USD,3.44,1,0,0,3.44,2024-01-01,2024-01-01,APAC,Australia,,Australia,
2380139,C2,,(APAC) C2 Storage Advanced,USD,3250.14,1,0,0,3250.14,2024-01-01,2024-01-01,APAC,Australia,,Australia,
2380140,C2,,(APAC) C2 Storage Basic,USD,225.88,1,0,0,225.88,2024-01-01,2024-01-01,APAC,Australia,,Australia,
2380141,C2,,(US) Active Insight Premium,USD,201.24,1,0,0,201.24,2024-01-01,2024-01-01,US,Australia,,Australia,
2380142,C2,,(US) Active Insight Premium Early Bird,USD,13.31,1,0,0,13.31,2024-01-01,2024-01-01,US,Australia,,Australia,
2380143,C2,,(US) C2 Storage Advanced,USD,8229.93,1,0,0,8229.93,2024-01-01,2024-01-01,US,Australia,,Australia,
2380144,C2,,(US) C2 Storage Basic,USD,807.07,1,0,0,807.07,2024-01-01,2024-01-01,US,Australia,,Australia,
2380145,C2,,(US) C2 Backup Individual,USD,129.64,1,0,0,129.64,2024-01-01,2024-01-01,US,Australia,,Australia,
2380146,C2,,(US) C2 Identity Business,USD,15.66,1,0,0,15.66,2024-01-01,2024-01-01,US,Australia,,Australia,
2380147,C2,,(US) C2 Object Storage Standard,USD,203.63,1,0,0,203.63,2024-01-01,2024-01-01,US,Australia,,Australia,
2380148,C2,,(US) C2 Backup Business,USD,515.37,1,0,0,515.37,2024-01-01,2024-01-01,US,Australia,,Australia,
2380149,C2,,(US) C2 Transfer Professional,USD,23.49,1,0,0,23.49,2024-01-01,2024-01-01,US,Australia,,Australia,
2380150,C2,,US_SURVEILLANCE_ADVANCED_1080P_YEAR_30D,USD,240.92,1,0,0,240.92,2024-01-01,2024-01-01,US,Australia,,Australia,
2380151,C2,,US_SURVEILLANCE_ADVANCED_5MP_YEAR_30D,USD,84.6,1,0,0,84.6,2024-01-01,2024-01-01,US,Australia,,Australia,
2380152,C2,,US_SURVEILLANCE_BASIC_1080P_YEAR_30D,USD,25.45,1,0,0,25.45,2024-01-01,2024-01-01,US,Australia,,Australia,
2380153,C2,,US_SURVEILLANCE_BASIC_720P_YEAR_7D,USD,57.94,1,0,0,57.94,2024-01-01,2024-01-01,US,Australia,,Australia,
2380154,C2,,(EU) C2 Storage Basic,EUR,1.96,1,0,0,1.96,2024-01-01,2024-01-01,EU,Aruba,,Aruba,
2380155,C2,,EU_SURVEILLANCE_BASIC_720P_YEAR_7D,EUR,0.7,1,0,0,0.7,2024-01-01,2024-01-01,EU,Aruba,,Aruba,
2380156,C2,,(US) C2 Storage Advanced,USD,10.96,1,0,0,10.96,2024-01-01,2024-01-01,US,Aruba,,Aruba,
2380157,C2,,(US) C2 Storage Basic,USD,4.7,1,0,0,4.7,2024-01-01,2024-01-01,US,Aruba,,Aruba,
2380158,C2,,(US) C2 Backup Individual,USD,7.83,1,0,0,7.83,2024-01-01,2024-01-01,US,Aruba,,Aruba,
2380159,C2,,US_SURVEILLANCE_BASIC_1080P_YEAR_30D,USD,3.92,1,0,0,3.92,2024-01-01,2024-01-01,US,Aruba,,Aruba,
2380160,C2,,(EU) C2 Storage Basic,EUR,6.66,1,0,0,6.66,2024-01-01,2024-01-01,EU,Åland Islands,,Åland Islands,
2380161,C2,,(US) C2 Password Plus,USD,0.39,1,0,0,0.39,2024-01-01,2024-01-01,US,Azerbaijan,,Azerbaijan,
2380162,C2,,(EU) C2 Storage Advanced,EUR,45.84,1,0,0,45.84,2024-01-01,2024-01-01,EU,Bosnia-Herz,,Bosnia-Herz,
2380163,C2,,(EU) C2 Storage Basic,EUR,5.63,1,0,0,5.63,2024-01-01,2024-01-01,EU,Bosnia-Herz,,Bosnia-Herz,
2380164,C2,,EU_SURVEILLANCE_ADVANCED_1080P_YEAR_30D,EUR,2.35,1,0,0,2.35,2024-01-01,2024-01-01,EU,Bosnia-Herz,,Bosnia-Herz,
2380165,C2,,(EU) Active Insight Premium,EUR,21.92,1,0,0,21.92,2024-01-01,2024-01-01,EU,Barbados,,Barbados,
2380166,C2,,(US) C2 Storage Advanced,USD,21.93,1,0,0,21.93,2024-01-01,2024-01-01,US,Barbados,,Barbados,
2380167,C2,,(EU) C2 Storage Basic,EUR,0.78,1,0,0,0.78,2024-01-01,2024-01-01,EU,Bangladesh,,Bangladesh,
2380168,C2,,(US) C2 Password Plus,USD,0.39,1,0,0,0.39,2024-01-01,2024-01-01,US,Bangladesh,,Bangladesh,
2380169,C2,,(APAC) C2 Storage Advanced,USD,5.87,1,0,0,5.87,2024-01-01,2024-01-01,APAC,Bangladesh,,Bangladesh,
2380170,C2,,(US) C2 Storage Advanced,USD,32.89,1,0,0,32.89,2024-01-01,2024-01-01,US,Bangladesh,,Bangladesh,
2380171,C2,,(US) C2 Storage Basic,USD,5.63,1,0,0,5.63,2024-01-01,2024-01-01,US,Bangladesh,,Bangladesh,
2380172,C2,,C2 credit,EUR,-138.75,1,0,0,-138.75,2024-01-01,2024-01-01,,Belgium,,Belgium,
2380173,C2,,(EU) Active Insight Premium,EUR,712.39,1,0,0,712.39,2024-01-01,2024-01-01,EU,Belgium,,Belgium,
2380174,C2,,(EU) Active Insight Premium Early Bird,EUR,27.39,1,0,0,27.39,2024-01-01,2024-01-01,EU,Belgium,,Belgium,
2380175,C2,,(EU) C2 Storage Advanced,EUR,22964.35,1,0,0,22964.35,2024-01-01,2024-01-01,EU,Belgium,,Belgium,
2380176,C2,,(EU) C2 Storage Basic,EUR,4388.4,1,0,0,4388.4,2024-01-01,2024-01-01,EU,Belgium,,Belgium,
2380177,C2,,(EU) C2 Backup Individual,EUR,222.06,1,0,0,222.06,2024-01-01,2024-01-01,EU,Belgium,,Belgium,
2380178,C2,,(EU) C2 Identity Business,EUR,38.11,1,0,0,38.11,2024-01-01,2024-01-01,EU,Belgium,,Belgium,
2380179,C2,,(EU) C2 Object Storage Standard,EUR,725.13,1,0,0,725.13,2024-01-01,2024-01-01,EU,Belgium,,Belgium,
2380180,C2,,(EU) C2 Backup Business,EUR,1362.01,1,0,0,1362.01,2024-01-01,2024-01-01,EU,Belgium,,Belgium,
2380181,C2,,(EU) C2 Password Plus,EUR,14.06,1,0,0,14.06,2024-01-01,2024-01-01,EU,Belgium,,Belgium,
2380182,C2,,(EU) C2 Transfer Professional,EUR,9.39,1,0,0,9.39,2024-01-01,2024-01-01,EU,Belgium,,Belgium,
2380183,C2,,EU_SURVEILLANCE_ADVANCED_1080P_YEAR_30D,EUR,228.65,1,0,0,228.65,2024-01-01,2024-01-01,EU,Belgium,,Belgium,
2380184,C2,,EU_SURVEILLANCE_ADVANCED_1080P_YEAR_90D,EUR,11.47,1,0,0,11.47,2024-01-01,2024-01-01,EU,Belgium,,Belgium,
2380185,C2,,EU_SURVEILLANCE_ADVANCED_5MP_YEAR_30D,EUR,9.4,1,0,0,9.4,2024-01-01,2024-01-01,EU,Belgium,,Belgium,
2380186,C2,,EU_SURVEILLANCE_BASIC_1080P_YEAR_30D,EUR,39.16,1,0,0,39.16,2024-01-01,2024-01-01,EU,Belgium,,Belgium,
2380187,C2,,EU_SURVEILLANCE_BASIC_720P_YEAR_7D,EUR,64.6,1,0,0,64.6,2024-01-01,2024-01-01,EU,Belgium,,Belgium,
2380188,C2,,(US) C2 Storage Advanced,USD,60.31,1,0,0,60.31,2024-01-01,2024-01-01,US,Belgium,,Belgium,
2380189,C2,,(US) C2 Storage Basic,USD,0.78,1,0,0,0.78,2024-01-01,2024-01-01,US,Belgium,,Belgium,
2380190,C2,,(US) C2 Object Storage Standard,USD,5.48,1,0,0,5.48,2024-01-01,2024-01-01,US,Belgium,,Belgium,
2380191,C2,,US_SURVEILLANCE_ADVANCED_1080P_YEAR_30D,USD,7.05,1,0,0,7.05,2024-01-01,2024-01-01,US,Belgium,,Belgium,
2380192,C2,,EU_SURVEILLANCE_BASIC_720P_YEAR_7D,EUR,0.7,1,0,0,0.7,2024-01-01,2024-01-01,EU,Burkina Faso,,Burkina Faso,
2380193,C2,,(EU) Active Insight Premium,EUR,27.86,1,0,0,27.86,2024-01-01,2024-01-01,EU,Bulgaria,,Bulgaria,
2380194,C2,,(EU) Active Insight Premium Early Bird,EUR,5.48,1,0,0,5.48,2024-01-01,2024-01-01,EU,Bulgaria,,Bulgaria,
2380195,C2,,(EU) C2 Storage Advanced,EUR,593.9,1,0,0,593.9,2024-01-01,2024-01-01,EU,Bulgaria,,Bulgaria,
2380196,C2,,(EU) C2 Storage Basic,EUR,62.7,1,0,0,62.7,2024-01-01,2024-01-01,EU,Bulgaria,,Bulgaria,
2380197,C2,,(EU) C2 Backup Business,EUR,414.78,1,0,0,414.78,2024-01-01,2024-01-01,EU,Bulgaria,,Bulgaria,
2380198,C2,,(EU) C2 Password Plus,EUR,1.17,1,0,0,1.17,2024-01-01,2024-01-01,EU,Bulgaria,,Bulgaria,
2380199,C2,,EU_SURVEILLANCE_ADVANCED_1080P_YEAR_30D,EUR,4.7,1,0,0,4.7,2024-01-01,2024-01-01,EU,Bulgaria,,Bulgaria,
2380200,C2,,(US) C2 Storage Advanced,USD,5.48,1,0,0,5.48,2024-01-01,2024-01-01,US,Bulgaria,,Bulgaria,
2380201,C2,,(US) C2 Storage Basic,USD,0.78,1,0,0,0.78,2024-01-01,2024-01-01,US,Bulgaria,,Bulgaria,
2380202,C2,,(EU) C2 Storage Advanced,EUR,156.25,1,0,0,156.25,2024-01-01,2024-01-01,EU,Bahrain,,Bahrain,
2380203,C2,,(EU) C2 Storage Basic,EUR,9.4,1,0,0,9.4,2024-01-01,2024-01-01,EU,Bahrain,,Bahrain,
2380204,C2,,(EU) C2 Password Plus,EUR,0.39,1,0,0,0.39,2024-01-01,2024-01-01,EU,Bahrain,,Bahrain,
2380205,C2,,(US) C2 Password Plus,USD,0.39,1,0,0,0.39,2024-01-01,2024-01-01,US,Bahrain,,Bahrain,
2380206,C2,,(US) Active Insight Premium Early Bird,USD,2.35,1,0,0,2.35,2024-01-01,2024-01-01,US,Bahrain,,Bahrain,
2380207,C2,,(US) Active Insight Premium,USD,1.57,1,0,0,1.57,2024-01-01,2024-01-01,US,Bahrain,,Bahrain,
2380208,C2,,(US) C2 Storage Advanced,USD,149.8,1,0,0,149.8,2024-01-01,2024-01-01,US,Bahrain,,Bahrain,
2380209,C2,,(US) C2 Backup Individual,USD,7.83,1,0,0,7.83,2024-01-01,2024-01-01,US,Bahrain,,Bahrain,
2380210,C2,,(EU) Active Insight Premium,EUR,1.57,1,0,0,1.57,2024-01-01,2024-01-01,EU,Saint Barthélemy,,Saint Barthélemy,
2380211,C2,,(EU) C2 Storage Advanced,EUR,120.97,1,0,0,120.97,2024-01-01,2024-01-01,EU,Saint Barthélemy,,Saint Barthélemy,
2380212,C2,,EU_SURVEILLANCE_ADVANCED_1080P_YEAR_30D,EUR,4.7,1,0,0,4.7,2024-01-01,2024-01-01,EU,Saint Barthélemy,,Saint Barthélemy,
2380213,C2,,(EU) C2 Storage Advanced,EUR,176.42,1,0,0,176.42,2024-01-01,2024-01-01,EU,Bermuda,,Bermuda,
2380214,C2,,(US) C2 Storage Advanced,USD,16.45,1,0,0,16.45,2024-01-01,2024-01-01,US,Bermuda,,Bermuda,
2380215,C2,,(EU) C2 Storage Advanced,EUR,5.48,1,0,0,5.48,2024-01-01,2024-01-01,EU,Brunei Darussalam,,Brunei Darussalam,
2380216,C2,,(US) C2 Storage Advanced,USD,97.14,1,0,0,97.14,2024-01-01,2024-01-01,US,"Bonaire, Sint Eustatius and Saba",,"Bonaire, Sint Eustatius and Saba",
2380217,C2,,C2 credit,USD,-6.5,1,0,0,-6.5,2024-01-01,2024-01-01,,Brazil,,Brazil,
2380218,C2,,(EU) Active Insight Premium,EUR,3.14,1,0,0,3.14,2024-01-01,2024-01-01,EU,Brazil,,Brazil,
2380219,C2,,(EU) Active Insight Premium Early Bird,EUR,1.57,1,0,0,1.57,2024-01-01,2024-01-01,EU,Brazil,,Brazil,
2380220,C2,,(EU) C2 Storage Advanced,EUR,451.53,1,0,0,451.53,2024-01-01,2024-01-01,EU,Brazil,,Brazil,
2380221,C2,,(EU) C2 Storage Basic,EUR,35.0,1,0,0,35.0,2024-01-01,2024-01-01,EU,Brazil,,Brazil,
2380222,C2,,(US) C2 Password Plus,USD,1.17,1,0,0,1.17,2024-01-01,2024-01-01,US,Brazil,,Brazil,
2380223,C2,,(US) Active Insight Premium,USD,9.39,1,0,0,9.39,2024-01-01,2024-01-01,US,Brazil,,Brazil,
2380224,C2,,(US) C2 Storage Advanced,USD,2355.86,1,0,0,2355.86,2024-01-01,2024-01-01,US,Brazil,,Brazil,
2380225,C2,,(US) C2 Storage Basic,USD,34.82,1,0,0,34.82,2024-01-01,2024-01-01,US,Brazil,,Brazil,
2380226,C2,,(US) C2 Object Storage Standard,USD,5.48,1,0,0,5.48,2024-01-01,2024-01-01,US,Brazil,,Brazil,
2380227,C2,,(US) C2 Backup Business,USD,355.14,1,0,0,355.14,2024-01-01,2024-01-01,US,Brazil,,Brazil,
2380228,C2,,(US) C2 Backup Individual,USD,7.83,1,0,0,7.83,2024-01-01,2024-01-01,US,Brazil,,Brazil,
2380229,C2,,US_SURVEILLANCE_ADVANCED_1080P_YEAR_30D,USD,14.1,1,0,0,14.1,2024-01-01,2024-01-01,US,Brazil,,Brazil,
2380230,C2,,US_SURVEILLANCE_BASIC_720P_YEAR_7D,USD,11.27,1,0,0,11.27,2024-01-01,2024-01-01,US,Brazil,,Brazil,
2380231,C2,,(US) C2 Storage Basic,USD,0.78,1,0,0,0.78,2024-01-01,2024-01-01,US,Bahamas,,Bahamas,
2380232,C2,,(EU) C2 Storage Advanced,EUR,69.71,1,0,0,69.71,2024-01-01,2024-01-01,EU,Belarus,,Belarus,
2380233,C2,,(EU) C2 Storage Basic,EUR,17.2,1,0,0,17.2,2024-01-01,2024-01-01,EU,Belarus,,Belarus,
2380234,C2,,(EU) C2 Object Storage Standard,EUR,6.57,1,0,0,6.57,2024-01-01,2024-01-01,EU,Belarus,,Belarus,
2380235,C2,,(EU) C2 Password Plus,EUR,0.39,1,0,0,0.39,2024-01-01,2024-01-01,EU,Belarus,,Belarus,
2380236,C2,,(US) Active Insight Premium,USD,1.57,1,0,0,1.57,2024-01-01,2024-01-01,US,Belarus,,Belarus,
2380237,C2,,(US) C2 Storage Advanced,USD,13.14,1,0,0,13.14,2024-01-01,2024-01-01,US,Belarus,,Belarus,
2380238,C2,,(US) C2 Storage Basic,USD,4.73,1,0,0,4.73,2024-01-01,2024-01-01,US,Belarus,,Belarus,
2380239,C2,,(EU) C2 Storage Advanced,EUR,6.57,1,0,0,6.57,2024-01-01,2024-01-01,EU,Belize,,Belize,
2380240,C2,,C2 credit,USD,-21.42,1,0,0,-21.42,2024-01-01,2024-01-01,,Canada,,Canada,
2380241,C2,,(EU) Active Insight Premium,EUR,194.95,1,0,0,194.95,2024-01-01,2024-01-01,EU,Canada,,Canada,
2380242,C2,,(EU) Active Insight Premium Early Bird,EUR,11.74,1,0,0,11.74,2024-01-01,2024-01-01,EU,Canada,,Canada,
2380243,C2,,(EU) C2 Storage Advanced,EUR,3983.33,1,0,0,3983.33,2024-01-01,2024-01-01,EU,Canada,,Canada,
2380244,C2,,(EU) C2 Storage Basic,EUR,518.44,1,0,0,518.44,2024-01-01,2024-01-01,EU,Canada,,Canada,
2380245,C2,,(EU) C2 Object Storage Standard,EUR,5.48,1,0,0,5.48,2024-01-01,2024-01-01,EU,Canada,,Canada,
2380246,C2,,(EU) C2 Backup Business,EUR,39.16,1,0,0,39.16,2024-01-01,2024-01-01,EU,Canada,,Canada,
2380247,C2,,(EU) C2 Backup Individual,EUR,15.66,1,0,0,15.66,2024-01-01,2024-01-01,EU,Canada,,Canada,
2380248,C2,,(EU) C2 Transfer Professional,EUR,7.83,1,0,0,7.83,2024-01-01,2024-01-01,EU,Canada,,Canada,
2380249,C2,,EU_SURVEILLANCE_BASIC_720P_YEAR_7D,EUR,0.7,1,0,0,0.7,2024-01-01,2024-01-01,EU,Canada,,Canada,
2380250,C2,,(US) C2 Password Plus,USD,14.44,1,0,0,14.44,2024-01-01,2024-01-01,US,Canada,,Canada,
2380251,C2,,(APAC) C2 Storage Advanced,USD,11.75,1,0,0,11.75,2024-01-01,2024-01-01,APAC,Canada,,Canada,
2380252,C2,,(US) Active Insight Premium,USD,163.96,1,0,0,163.96,2024-01-01,2024-01-01,US,Canada,,Canada,
2380253,C2,,(US) Active Insight Premium Early Bird,USD,4.69,1,0,0,4.69,2024-01-01,2024-01-01,US,Canada,,Canada,
2380254,C2,,(US) C2 Storage Advanced,USD,19669.62,1,0,0,19669.62,2024-01-01,2024-01-01,US,Canada,,Canada,
2380255,C2,,(US) C2 Storage Basic,USD,1165.23,1,0,0,1165.23,2024-01-01,2024-01-01,US,Canada,,Canada,
2380256,C2,,(US) C2 Backup Individual,USD,371.53,1,0,0,371.53,2024-01-01,2024-01-01,US,Canada,,Canada,
2380257,C2,,(US) C2 Identity Business,USD,213.94,1,0,0,213.94,2024-01-01,2024-01-01,US,Canada,,Canada,
