InterCoCC,Product,Month,Currency,Received Qty,Total
ES,DS218+,2024/1,EUR,1,259.92
ES,DS218+,2024/2,EUR,1,259.92
ES,DS218+,2024/3,EUR,1,259.92
ES,DS3018xs,2024/4,EUR,1,1096.59
ES,DS118,2024/5,EUR,1,132.24
ES,DS218,2024/6,EUR,6,1236.66
ES,DS218,2024/7,EUR,1,206.11
ES,RS820+,2024/8,EUR,1,783.41
ES,D3NS1866L-4G,2024/9,EUR,1,56.54
ES,DS920+,2024/10,EUR,4,1769.28
ES,DS220+,2024/11,EUR,1,259.92
ES,DS218+,2024/12,EUR,5,1299.6
