PI,Customer,ItemCode,Product,Currency,Price,Quantity,Discount,T/T Discount,Total,ShipDate,InvDate,DeliveryFrom,Destination,Comments,Country,ShipTo
2372373,C2,,(APAC) C2 Storage Advanced,USD,1883.48,1,0,0,1883.48,2023-07-01,2023-07-01,APAC,Hong Kong,,Hong Kong,
2372374,C2,,(APAC) C2 Storage Basic,USD,36.03,1,0,0,36.03,2023-07-01,2023-07-01,APAC,Hong Kong,,Hong Kong,
2372375,C2,,(US) Active Insight Premium Early Bird,USD,3.13,1,0,0,3.13,2023-07-01,2023-07-01,US,Hong Kong,,Hong Kong,
2372376,C2,,(US) Active Insight Premium,USD,25.05,1,0,0,25.05,2023-07-01,2023-07-01,US,Hong Kong,,Hong Kong,
2372377,C2,,(US) C2 Storage Advanced,USD,872.13,1,0,0,872.13,2023-07-01,2023-07-01,US,Hong Kong,,Hong Kong,
2372378,C2,,(US) C2 Storage Basic,USD,100.42,1,0,0,100.42,2023-07-01,2023-07-01,US,Hong Kong,,Hong Kong,
2372379,C2,,US_SURVEILLANCE_ADVANCED_1080P_YEAR_30D,USD,28.29,1,0,0,28.29,2023-07-01,2023-07-01,US,Hong Kong,,Hong Kong,
2372380,C2,,(EU) C2 Storage Advanced,EUR,5.48,1,0,0,5.48,2023-07-01,2023-07-01,EU,Heard Island and McDonald Islands,,Heard Island and McDonald Islands,
2372381,C2,,(EU) Active Insight Premium Early Bird,EUR,1.57,1,0,0,1.57,2023-07-01,2023-07-01,EU,Honduras,,Honduras,
2372382,C2,,(EU) Active Insight Premium,EUR,1.25,1,0,0,1.25,2023-07-01,2023-07-01,EU,Honduras,,Honduras,
2372383,C2,,(EU) C2 Storage Basic,EUR,4.7,1,0,0,4.7,2023-07-01,2023-07-01,EU,Honduras,,Honduras,
2372384,C2,,(US) Active Insight Premium Early Bird,USD,0.78,1,0,0,0.78,2023-07-01,2023-07-01,US,Honduras,,Honduras,
2372385,C2,,(US) C2 Storage Advanced,USD,17.92,1,0,0,17.92,2023-07-01,2023-07-01,US,Honduras,,Honduras,
2372386,C2,,(US) C2 Storage Basic,USD,9.31,1,0,0,9.31,2023-07-01,2023-07-01,US,Honduras,,Honduras,
2372387,C2,,(US) C2 Backup Individual,USD,7.83,1,0,0,7.83,2023-07-01,2023-07-01,US,Honduras,,Honduras,
2372388,C2,,C2 credit,EUR,-11.7,1,0,0,-11.7,2023-07-01,2023-07-01,,Croatia,,Croatia,
2372389,C2,,(EU) Active Insight Premium Early Bird,EUR,60.26,1,0,0,60.26,2023-07-01,2023-07-01,EU,Croatia,,Croatia,
2372390,C2,,(EU) Active Insight Premium,EUR,3.35,1,0,0,3.35,2023-07-01,2023-07-01,EU,Croatia,,Croatia,
2372391,C2,,(EU) C2 Storage Advanced,EUR,949.18,1,0,0,949.18,2023-07-01,2023-07-01,EU,Croatia,,Croatia,
2372392,C2,,(EU) C2 Storage Basic,EUR,136.86,1,0,0,136.86,2023-07-01,2023-07-01,EU,Croatia,,Croatia,
2372393,C2,,(EU) C2 Object Storage Standard,EUR,16.44,1,0,0,16.44,2023-07-01,2023-07-01,EU,Croatia,,Croatia,
2372394,C2,,(EU) C2 Backup Business,EUR,242.76,1,0,0,242.76,2023-07-01,2023-07-01,EU,Croatia,,Croatia,
2372395,C2,,(EU) C2 Password Plus,EUR,1.17,1,0,0,1.17,2023-07-01,2023-07-01,EU,Croatia,,Croatia,
2372396,C2,,EU_SURVEILLANCE_BASIC_1080P_YEAR_30D,EUR,1.96,1,0,0,1.96,2023-07-01,2023-07-01,EU,Croatia,,Croatia,
2372397,C2,,EU_SURVEILLANCE_BASIC_720P_YEAR_7D,EUR,1.8,1,0,0,1.8,2023-07-01,2023-07-01,EU,Croatia,,Croatia,
2372398,C2,,(US) C2 Storage Advanced,USD,5.59,1,0,0,5.59,2023-07-01,2023-07-01,US,Croatia,,Croatia,
2372399,C2,,(US) C2 Storage Advanced,USD,57.43,1,0,0,57.43,2023-07-01,2023-07-01,US,Haiti,,Haiti,
2372400,C2,,(US) C2 Storage Basic,USD,4.7,1,0,0,4.7,2023-07-01,2023-07-01,US,Haiti,,Haiti,
2372401,C2,,(EU) Active Insight Premium Early Bird,EUR,162.56,1,0,0,162.56,2023-07-01,2023-07-01,EU,Hungary,,Hungary,
2372402,C2,,(EU) Active Insight Premium,EUR,28.2,1,0,0,28.2,2023-07-01,2023-07-01,EU,Hungary,,Hungary,
2372403,C2,,(EU) C2 Storage Advanced,EUR,2309.12,1,0,0,2309.12,2023-07-01,2023-07-01,EU,Hungary,,Hungary,
2372404,C2,,(EU) C2 Storage Basic,EUR,809.73,1,0,0,809.73,2023-07-01,2023-07-01,EU,Hungary,,Hungary,
2372405,C2,,(EU) C2 Backup Individual,EUR,22.66,1,0,0,22.66,2023-07-01,2023-07-01,EU,Hungary,,Hungary,
2372406,C2,,(EU) C2 Object Storage Standard,EUR,10.96,1,0,0,10.96,2023-07-01,2023-07-01,EU,Hungary,,Hungary,
2372407,C2,,(EU) C2 Backup Business,EUR,133.07,1,0,0,133.07,2023-07-01,2023-07-01,EU,Hungary,,Hungary,
2372408,C2,,(EU) C2 Password Plus,EUR,6.24,1,0,0,6.24,2023-07-01,2023-07-01,EU,Hungary,,Hungary,
2372409,C2,,EU_SURVEILLANCE_ADVANCED_1080P_YEAR_30D,EUR,29.41,1,0,0,29.41,2023-07-01,2023-07-01,EU,Hungary,,Hungary,
2372410,C2,,EU_SURVEILLANCE_BASIC_1080P_YEAR_30D,EUR,6.27,1,0,0,6.27,2023-07-01,2023-07-01,EU,Hungary,,Hungary,
2372411,C2,,EU_SURVEILLANCE_BASIC_720P_YEAR_7D,EUR,6.37,1,0,0,6.37,2023-07-01,2023-07-01,EU,Hungary,,Hungary,
2372412,C2,,(US) Active Insight Premium,USD,1.57,1,0,0,1.57,2023-07-01,2023-07-01,US,Hungary,,Hungary,
2372413,C2,,(US) C2 Storage Advanced,USD,23.03,1,0,0,23.03,2023-07-01,2023-07-01,US,Hungary,,Hungary,
2372414,C2,,(US) C2 Storage Basic,USD,14.28,1,0,0,14.28,2023-07-01,2023-07-01,US,Hungary,,Hungary,
2372415,C2,,(EU) Active Insight Premium Early Bird,EUR,3.13,1,0,0,3.13,2023-07-01,2023-07-01,EU,Indonesia,,Indonesia,
2372416,C2,,(EU) C2 Storage Advanced,EUR,143.36,1,0,0,143.36,2023-07-01,2023-07-01,EU,Indonesia,,Indonesia,
2372417,C2,,(EU) C2 Storage Basic,EUR,3.92,1,0,0,3.92,2023-07-01,2023-07-01,EU,Indonesia,,Indonesia,
2372418,C2,,(APAC) C2 Storage Advanced,USD,56.93,1,0,0,56.93,2023-07-01,2023-07-01,APAC,Indonesia,,Indonesia,
2372419,C2,,(APAC) C2 Storage Basic,USD,0.62,1,0,0,0.62,2023-07-01,2023-07-01,APAC,Indonesia,,Indonesia,
2372420,C2,,(US) C2 Storage Advanced,USD,333.14,1,0,0,333.14,2023-07-01,2023-07-01,US,Indonesia,,Indonesia,
2372421,C2,,(US) C2 Storage Basic,USD,6.66,1,0,0,6.66,2023-07-01,2023-07-01,US,Indonesia,,Indonesia,
2372422,C2,,(US) C2 Object Storage Standard,USD,17.54,1,0,0,17.54,2023-07-01,2023-07-01,US,Indonesia,,Indonesia,
2372423,C2,,(US) C2 Backup Individual,USD,7.83,1,0,0,7.83,2023-07-01,2023-07-01,US,Indonesia,,Indonesia,
2372424,C2,,US_SURVEILLANCE_ADVANCED_1080P_YEAR_30D,USD,3.01,1,0,0,3.01,2023-07-01,2023-07-01,US,Indonesia,,Indonesia,
2372425,C2,,(EU) Active Insight Premium Early Bird,EUR,105.65,1,0,0,105.65,2023-07-01,2023-07-01,EU,Ireland,,Ireland,
2372426,C2,,(EU) Active Insight Premium,EUR,18.43,1,0,0,18.43,2023-07-01,2023-07-01,EU,Ireland,,Ireland,
2372427,C2,,(EU) C2 Storage Advanced,EUR,2036.49,1,0,0,2036.49,2023-07-01,2023-07-01,EU,Ireland,,Ireland,
2372428,C2,,(EU) C2 Storage Basic,EUR,291.46,1,0,0,291.46,2023-07-01,2023-07-01,EU,Ireland,,Ireland,
2372429,C2,,(EU) C2 Backup Individual,EUR,27.79,1,0,0,27.79,2023-07-01,2023-07-01,EU,Ireland,,Ireland,
2372430,C2,,(EU) C2 Object Storage Standard,EUR,5.48,1,0,0,5.48,2023-07-01,2023-07-01,EU,Ireland,,Ireland,
2372431,C2,,(EU) C2 Backup Business,EUR,39.16,1,0,0,39.16,2023-07-01,2023-07-01,EU,Ireland,,Ireland,
2372432,C2,,(EU) C2 Password Plus,EUR,1.17,1,0,0,1.17,2023-07-01,2023-07-01,EU,Ireland,,Ireland,
2372433,C2,,EU_SURVEILLANCE_ADVANCED_1080P_YEAR_30D,EUR,1.52,1,0,0,1.52,2023-07-01,2023-07-01,EU,Ireland,,Ireland,
2372434,C2,,EU_SURVEILLANCE_BASIC_1080P_YEAR_30D,EUR,6.26,1,0,0,6.26,2023-07-01,2023-07-01,EU,Ireland,,Ireland,
2372435,C2,,EU_SURVEILLANCE_BASIC_720P_YEAR_7D,EUR,0.9,1,0,0,0.9,2023-07-01,2023-07-01,EU,Ireland,,Ireland,
2372436,C2,,(US) C2 Password Plus,USD,0.39,1,0,0,0.39,2023-07-01,2023-07-01,US,Ireland,,Ireland,
2372437,C2,,(EU) Active Insight Premium Early Bird,EUR,24.27,1,0,0,24.27,2023-07-01,2023-07-01,EU,Israel,,Israel,
2372438,C2,,(EU) Active Insight Premium,EUR,1.2,1,0,0,1.2,2023-07-01,2023-07-01,EU,Israel,,Israel,
2372439,C2,,(EU) C2 Storage Advanced,EUR,938.02,1,0,0,938.02,2023-07-01,2023-07-01,EU,Israel,,Israel,
2372440,C2,,(EU) C2 Storage Basic,EUR,85.82,1,0,0,85.82,2023-07-01,2023-07-01,EU,Israel,,Israel,
2372441,C2,,(EU) C2 Backup Individual,EUR,15.41,1,0,0,15.41,2023-07-01,2023-07-01,EU,Israel,,Israel,
2372442,C2,,(EU) C2 Object Storage Standard,EUR,5.48,1,0,0,5.48,2023-07-01,2023-07-01,EU,Israel,,Israel,
2372443,C2,,(EU) C2 Backup Business,EUR,153.02,1,0,0,153.02,2023-07-01,2023-07-01,EU,Israel,,Israel,
2372444,C2,,(EU) C2 Password Plus,EUR,0.39,1,0,0,0.39,2023-07-01,2023-07-01,EU,Israel,,Israel,
2372445,C2,,EU_SURVEILLANCE_ADVANCED_1080P_YEAR_30D,EUR,15.63,1,0,0,15.63,2023-07-01,2023-07-01,EU,Israel,,Israel,
2372446,C2,,EU_SURVEILLANCE_BASIC_1080P_YEAR_30D,EUR,3.76,1,0,0,3.76,2023-07-01,2023-07-01,EU,Israel,,Israel,
2372447,C2,,EU_SURVEILLANCE_BASIC_720P_YEAR_7D,EUR,4.06,1,0,0,4.06,2023-07-01,2023-07-01,EU,Israel,,Israel,
2372448,C2,,(US) Active Insight Premium,USD,17.22,1,0,0,17.22,2023-07-01,2023-07-01,US,Israel,,Israel,
2372449,C2,,(US) C2 Storage Advanced,USD,93.25,1,0,0,93.25,2023-07-01,2023-07-01,US,Israel,,Israel,
2372450,C2,,(US) C2 Storage Basic,USD,30.06,1,0,0,30.06,2023-07-01,2023-07-01,US,Israel,,Israel,
2372451,C2,,(US) C2 Backup Individual,USD,2.74,1,0,0,2.74,2023-07-01,2023-07-01,US,Israel,,Israel,
2372452,C2,,US_SURVEILLANCE_ADVANCED_1080P_YEAR_90D,USD,1.86,1,0,0,1.86,2023-07-01,2023-07-01,US,Israel,,Israel,
2372453,C2,,US_SURVEILLANCE_BASIC_1080P_YEAR_30D,USD,1.25,1,0,0,1.25,2023-07-01,2023-07-01,US,Israel,,Israel,
2372454,C2,,(EU) Active Insight Premium Early Bird,EUR,0.78,1,0,0,0.78,2023-07-01,2023-07-01,EU,Isle of Man,,Isle of Man,
2372455,C2,,(EU) C2 Storage Advanced,EUR,13.77,1,0,0,13.77,2023-07-01,2023-07-01,EU,Isle of Man,,Isle of Man,
2372456,C2,,(EU) C2 Storage Basic,EUR,7.44,1,0,0,7.44,2023-07-01,2023-07-01,EU,Isle of Man,,Isle of Man,
2372457,C2,,(US) Active Insight Premium,USD,1.57,1,0,0,1.57,2023-07-01,2023-07-01,US,Isle of Man,,Isle of Man,
2372458,C2,,(EU) Active Insight Premium Early Bird,EUR,15.65,1,0,0,15.65,2023-07-01,2023-07-01,EU,India,,India,
2372459,C2,,(EU) C2 Storage Advanced,EUR,131.53,1,0,0,131.53,2023-07-01,2023-07-01,EU,India,,India,
2372460,C2,,(EU) C2 Storage Basic,EUR,18.02,1,0,0,18.02,2023-07-01,2023-07-01,EU,India,,India,
2372461,C2,,(EU) C2 Password Plus,EUR,0.39,1,0,0,0.39,2023-07-01,2023-07-01,EU,India,,India,
2372462,C2,,EU_SURVEILLANCE_ADVANCED_1080P_YEAR_30D,EUR,1.5,1,0,0,1.5,2023-07-01,2023-07-01,EU,India,,India,
2372463,C2,,(APAC) C2 Storage Advanced,USD,30.84,1,0,0,30.84,2023-07-01,2023-07-01,APAC,India,,India,
2372464,C2,,(APAC) C2 Storage Basic,USD,4.69,1,0,0,4.69,2023-07-01,2023-07-01,APAC,India,,India,
2372465,C2,,(US) Active Insight Premium Early Bird,USD,0.78,1,0,0,0.78,2023-07-01,2023-07-01,US,India,,India,
2372466,C2,,(US) Active Insight Premium,USD,49.46,1,0,0,49.46,2023-07-01,2023-07-01,US,India,,India,
2372467,C2,,(US) C2 Storage Advanced,USD,534.44,1,0,0,534.44,2023-07-01,2023-07-01,US,India,,India,
2372468,C2,,(US) C2 Storage Basic,USD,14.89,1,0,0,14.89,2023-07-01,2023-07-01,US,India,,India,
2372469,C2,,(US) C2 Backup Individual,USD,2.33,1,0,0,2.33,2023-07-01,2023-07-01,US,India,,India,
2372470,C2,,(US) C2 Object Storage Standard,USD,12.05,1,0,0,12.05,2023-07-01,2023-07-01,US,India,,India,
2372471,C2,,(US) C2 Transfer Business,USD,39.17,1,0,0,39.17,2023-07-01,2023-07-01,US,India,,India,
2372472,C2,,US_SURVEILLANCE_ADVANCED_1080P_YEAR_30D,USD,4.51,1,0,0,4.51,2023-07-01,2023-07-01,US,India,,India,
2372473,C2,,US_SURVEILLANCE_ADVANCED_5MP_YEAR_90D,USD,4.98,1,0,0,4.98,2023-07-01,2023-07-01,US,India,,India,
2372474,C2,,(US) C2 Storage Basic,USD,0.78,1,0,0,0.78,2023-07-01,2023-07-01,US,Iraq,,Iraq,
2372475,C2,,(EU) Active Insight Premium Early Bird,EUR,5.48,1,0,0,5.48,2023-07-01,2023-07-01,EU,Iceland,,Iceland,
2372476,C2,,(EU) Active Insight Premium,EUR,5.13,1,0,0,5.13,2023-07-01,2023-07-01,EU,Iceland,,Iceland,
2372477,C2,,(EU) C2 Storage Advanced,EUR,203.31,1,0,0,203.31,2023-07-01,2023-07-01,EU,Iceland,,Iceland,
2372478,C2,,(EU) C2 Storage Basic,EUR,48.22,1,0,0,48.22,2023-07-01,2023-07-01,EU,Iceland,,Iceland,
2372479,C2,,EU_SURVEILLANCE_ADVANCED_1080P_YEAR_30D,EUR,3.01,1,0,0,3.01,2023-07-01,2023-07-01,EU,Iceland,,Iceland,
2372480,C2,,EU_SURVEILLANCE_BASIC_1080P_YEAR_30D,EUR,2.51,1,0,0,2.51,2023-07-01,2023-07-01,EU,Iceland,,Iceland,
2372481,C2,,(US) C2 Storage Advanced,USD,13.14,1,0,0,13.14,2023-07-01,2023-07-01,US,Iceland,,Iceland,
2372482,C2,,(US) C2 Storage Basic,USD,1.96,1,0,0,1.96,2023-07-01,2023-07-01,US,Iceland,,Iceland,
2372483,C2,,C2 credit,EUR,-238.21,1,0,0,-238.21,2023-07-01,2023-07-01,,Italy,,Italy,
2372484,C2,,(EU) Active Insight Premium Early Bird,EUR,756.44,1,0,0,756.44,2023-07-01,2023-07-01,EU,Italy,,Italy,
2372485,C2,,(EU) Active Insight Premium,EUR,385.52,1,0,0,385.52,2023-07-01,2023-07-01,EU,Italy,,Italy,
2372486,C2,,(EU) C2 Storage Advanced,EUR,26956.8,1,0,0,26956.8,2023-07-01,2023-07-01,EU,Italy,,Italy,
2372487,C2,,(EU) C2 Storage Basic,EUR,4159.32,1,0,0,4159.32,2023-07-01,2023-07-01,EU,Italy,,Italy,
2372488,C2,,(EU) C2 Backup Individual,EUR,302.03,1,0,0,302.03,2023-07-01,2023-07-01,EU,Italy,,Italy,
2372489,C2,,(EU) C2 Identity Business,EUR,241.69,1,0,0,241.69,2023-07-01,2023-07-01,EU,Italy,,Italy,
2372490,C2,,(EU) C2 Object Storage Standard,EUR,525.47,1,0,0,525.47,2023-07-01,2023-07-01,EU,Italy,,Italy,
2372491,C2,,(EU) C2 Backup Business,EUR,1229.86,1,0,0,1229.86,2023-07-01,2023-07-01,EU,Italy,,Italy,
2372492,C2,,(EU) C2 Password Plus,EUR,10.53,1,0,0,10.53,2023-07-01,2023-07-01,EU,Italy,,Italy,
2372493,C2,,EU_SURVEILLANCE_ADVANCED_1080P_YEAR_30D,EUR,111.06,1,0,0,111.06,2023-07-01,2023-07-01,EU,Italy,,Italy,
2372494,C2,,EU_SURVEILLANCE_ADVANCED_5MP_YEAR_30D,EUR,7.46,1,0,0,7.46,2023-07-01,2023-07-01,EU,Italy,,Italy,
2372495,C2,,EU_SURVEILLANCE_BASIC_1080P_YEAR_30D,EUR,6.26,1,0,0,6.26,2023-07-01,2023-07-01,EU,Italy,,Italy,
2372496,C2,,EU_SURVEILLANCE_BASIC_720P_YEAR_7D,EUR,49.16,1,0,0,49.16,2023-07-01,2023-07-01,EU,Italy,,Italy,
2372497,C2,,(APAC) C2 Storage Advanced,USD,15.31,1,0,0,15.31,2023-07-01,2023-07-01,APAC,Italy,,Italy,
2372498,C2,,(US) C2 Storage Advanced,USD,21.93,1,0,0,21.93,2023-07-01,2023-07-01,US,Italy,,Italy,
2372499,C2,,(US) C2 Storage Basic,USD,5.48,1,0,0,5.48,2023-07-01,2023-07-01,US,Italy,,Italy,
2372500,C2,,(EU) Active Insight Premium Early Bird,EUR,2.35,1,0,0,2.35,2023-07-01,2023-07-01,EU,Jersey,,Jersey,
2372501,C2,,(EU) C2 Storage Advanced,EUR,103.39,1,0,0,103.39,2023-07-01,2023-07-01,EU,Jersey,,Jersey,
2372502,C2,,(EU) C2 Storage Basic,EUR,21.69,1,0,0,21.69,2023-07-01,2023-07-01,EU,Jersey,,Jersey,
2372503,C2,,(EU) C2 Backup Individual,EUR,7.83,1,0,0,7.83,2023-07-01,2023-07-01,EU,Jersey,,Jersey,
2372504,C2,,EU_SURVEILLANCE_ADVANCED_1080P_YEAR_30D,EUR,1.5,1,0,0,1.5,2023-07-01,2023-07-01,EU,Jersey,,Jersey,
2372505,C2,,(EU) C2 Storage Advanced,EUR,16.45,1,0,0,16.45,2023-07-01,2023-07-01,EU,Jamaica,,Jamaica,
2372506,C2,,C2 credit,USD,-3.95,1,0,0,-3.95,2023-07-01,2023-07-01,,Jordan,,Jordan,
2372507,C2,,(EU) C2 Storage Advanced,EUR,196.43,1,0,0,196.43,2023-07-01,2023-07-01,EU,Jordan,,Jordan,
2372508,C2,,(EU) C2 Storage Basic,EUR,7.48,1,0,0,7.48,2023-07-01,2023-07-01,EU,Jordan,,Jordan,
2372509,C2,,(EU) C2 Backup Business,EUR,39.16,1,0,0,39.16,2023-07-01,2023-07-01,EU,Jordan,,Jordan,
2372510,C2,,(US) C2 Storage Advanced,USD,248.43,1,0,0,248.43,2023-07-01,2023-07-01,US,Jordan,,Jordan,
2372511,C2,,(US) C2 Storage Basic,USD,5.63,1,0,0,5.63,2023-07-01,2023-07-01,US,Jordan,,Jordan,
2372512,C2,,(US) C2 Backup Individual,USD,2.74,1,0,0,2.74,2023-07-01,2023-07-01,US,Jordan,,Jordan,
2372513,C2,,(EU) Active Insight Premium Early Bird,EUR,117.22,1,0,0,117.22,2023-07-01,2023-07-01,EU,Japan,,Japan,
2372514,C2,,(EU) Active Insight Premium,EUR,20.73,1,0,0,20.73,2023-07-01,2023-07-01,EU,Japan,,Japan,
2372515,C2,,(EU) C2 Storage Advanced,EUR,1004.76,1,0,0,1004.76,2023-07-01,2023-07-01,EU,Japan,,Japan,
2372516,C2,,(EU) C2 Storage Basic,EUR,236.39,1,0,0,236.39,2023-07-01,2023-07-01,EU,Japan,,Japan,
2372517,C2,,(EU) C2 Password Plus,EUR,0.39,1,0,0,0.39,2023-07-01,2023-07-01,EU,Japan,,Japan,
2372518,C2,,EU_SURVEILLANCE_BASIC_720P_YEAR_7D,EUR,0.45,1,0,0,0.45,2023-07-01,2023-07-01,EU,Japan,,Japan,
2372519,C2,,(US) C2 Password Plus,USD,0.39,1,0,0,0.39,2023-07-01,2023-07-01,US,Japan,,Japan,
2372520,C2,,(APAC) C2 Backup Business,USD,51.65,1,0,0,51.65,2023-07-01,2023-07-01,APAC,Japan,,Japan,
2372521,C2,,(APAC) C2 Backup Individual,USD,25.86,1,0,0,25.86,2023-07-01,2023-07-01,APAC,Japan,,Japan,
2372522,C2,,(APAC) C2 Object Storage Standard,USD,25.85,1,0,0,25.85,2023-07-01,2023-07-01,APAC,Japan,,Japan,
2372523,C2,,(APAC) C2 Password Plus,USD,1.29,1,0,0,1.29,2023-07-01,2023-07-01,APAC,Japan,,Japan,
2372524,C2,,(APAC) C2 Storage Advanced,USD,1015.61,1,0,0,1015.61,2023-07-01,2023-07-01,APAC,Japan,,Japan,
2372525,C2,,(APAC) C2 Storage Basic,USD,75.48,1,0,0,75.48,2023-07-01,2023-07-01,APAC,Japan,,Japan,
2372526,C2,,(US) Active Insight Premium Early Bird,USD,11.74,1,0,0,11.74,2023-07-01,2023-07-01,US,Japan,,Japan,
2372527,C2,,(US) Active Insight Premium,USD,95.72,1,0,0,95.72,2023-07-01,2023-07-01,US,Japan,,Japan,
2372528,C2,,(US) C2 Storage Advanced,USD,2416.1,1,0,0,2416.1,2023-07-01,2023-07-01,US,Japan,,Japan,
2372529,C2,,(US) C2 Storage Basic,USD,224.45,1,0,0,224.45,2023-07-01,2023-07-01,US,Japan,,Japan,
2372530,C2,,(US) C2 Backup Individual,USD,19.96,1,0,0,19.96,2023-07-01,2023-07-01,US,Japan,,Japan,
2372531,C2,,(US) C2 Identity Business,USD,57.88,1,0,0,57.88,2023-07-01,2023-07-01,US,Japan,,Japan,
2372532,C2,,(US) C2 Object Storage Standard,USD,9.08,1,0,0,9.08,2023-07-01,2023-07-01,US,Japan,,Japan,
2372533,C2,,(US) C2 Transfer Professional,USD,7.83,1,0,0,7.83,2023-07-01,2023-07-01,US,Japan,,Japan,
2372534,C2,,US_SURVEILLANCE_ADVANCED_1080P_YEAR_30D,USD,13.72,1,0,0,13.72,2023-07-01,2023-07-01,US,Japan,,Japan,
2372535,C2,,US_SURVEILLANCE_BASIC_1080P_YEAR_30D,USD,5.72,1,0,0,5.72,2023-07-01,2023-07-01,US,Japan,,Japan,
2372536,C2,,US_SURVEILLANCE_BASIC_720P_YEAR_7D,USD,1.35,1,0,0,1.35,2023-07-01,2023-07-01,US,Japan,,Japan,
2372537,C2,,(EU) C2 Storage Advanced,EUR,144.38,1,0,0,144.38,2023-07-01,2023-07-01,EU,Kenya,,Kenya,
2372538,C2,,(EU) C2 Storage Basic,EUR,0.78,1,0,0,0.78,2023-07-01,2023-07-01,EU,Kenya,,Kenya,
2372539,C2,,(EU) C2 Storage Basic,EUR,4.7,1,0,0,4.7,2023-07-01,2023-07-01,EU,Kyrgyzstan,,Kyrgyzstan,
2372540,C2,,EU_SURVEILLANCE_BASIC_720P_YEAR_7D,EUR,0.7,1,0,0,0.7,2023-07-01,2023-07-01,EU,Kyrgyzstan,,Kyrgyzstan,
2372541,C2,,(APAC) C2 Storage Advanced,USD,11.75,1,0,0,11.75,2023-07-01,2023-07-01,APAC,Kyrgyzstan,,Kyrgyzstan,
2372542,C2,,(US) C2 Storage Advanced,USD,5.48,1,0,0,5.48,2023-07-01,2023-07-01,US,Kyrgyzstan,,Kyrgyzstan,
2372543,C2,,(EU) C2 Storage Basic,EUR,9.4,1,0,0,9.4,2023-07-01,2023-07-01,EU,Cambodia,,Cambodia,
2372544,C2,,(US) C2 Storage Advanced,USD,5.48,1,0,0,5.48,2023-07-01,2023-07-01,US,Cambodia,,Cambodia,
2372545,C2,,(EU) Active Insight Premium Early Bird,EUR,81.27,1,0,0,81.27,2023-07-01,2023-07-01,EU,Korea,,Korea,
2372546,C2,,(EU) Active Insight Premium,EUR,7.84,1,0,0,7.84,2023-07-01,2023-07-01,EU,Korea,,Korea,
2372547,C2,,(EU) C2 Storage Advanced,EUR,417.16,1,0,0,417.16,2023-07-01,2023-07-01,EU,Korea,,Korea,
2372548,C2,,(EU) C2 Storage Basic,EUR,51.35,1,0,0,51.35,2023-07-01,2023-07-01,EU,Korea,,Korea,
2372549,C2,,(EU) C2 Password Plus,EUR,0.39,1,0,0,0.39,2023-07-01,2023-07-01,EU,Korea,,Korea,
2372550,C2,,(APAC) C2 Backup Business,USD,239.36,1,0,0,239.36,2023-07-01,2023-07-01,APAC,Korea,,Korea,
2372551,C2,,(APAC) C2 Backup Individual,USD,8.62,1,0,0,8.62,2023-07-01,2023-07-01,APAC,Korea,,Korea,
2372552,C2,,(APAC) C2 Object Storage Standard,USD,10.33,1,0,0,10.33,2023-07-01,2023-07-01,APAC,Korea,,Korea,
2372553,C2,,(APAC) C2 Password Plus,USD,0.43,1,0,0,0.43,2023-07-01,2023-07-01,APAC,Korea,,Korea,
2372554,C2,,(APAC) C2 Transfer Business,USD,50.75,1,0,0,50.75,2023-07-01,2023-07-01,APAC,Korea,,Korea,
2372555,C2,,(APAC) C2 Storage Advanced,USD,295.68,1,0,0,295.68,2023-07-01,2023-07-01,APAC,Korea,,Korea,
2372556,C2,,(APAC) C2 Storage Basic,USD,36.23,1,0,0,36.23,2023-07-01,2023-07-01,APAC,Korea,,Korea,
2372557,C2,,(US) Active Insight Premium Early Bird,USD,9.39,1,0,0,9.39,2023-07-01,2023-07-01,US,Korea,,Korea,
2372558,C2,,(US) Active Insight Premium,USD,20.36,1,0,0,20.36,2023-07-01,2023-07-01,US,Korea,,Korea,
2372559,C2,,(US) C2 Storage Advanced,USD,1201.39,1,0,0,1201.39,2023-07-01,2023-07-01,US,Korea,,Korea,
2372560,C2,,(US) C2 Storage Basic,USD,78.54,1,0,0,78.54,2023-07-01,2023-07-01,US,Korea,,Korea,
2372561,C2,,(US) C2 Backup Individual,USD,7.83,1,0,0,7.83,2023-07-01,2023-07-01,US,Korea,,Korea,
2372562,C2,,US_SURVEILLANCE_ADVANCED_1080P_YEAR_30D,USD,13.53,1,0,0,13.53,2023-07-01,2023-07-01,US,Korea,,Korea,
2372563,C2,,US_SURVEILLANCE_ADVANCED_1080P_YEAR_90D,USD,4.7,1,0,0,4.7,2023-07-01,2023-07-01,US,Korea,,Korea,
2372564,C2,,US_SURVEILLANCE_BASIC_1080P_YEAR_30D,USD,3.61,1,0,0,3.61,2023-07-01,2023-07-01,US,Korea,,Korea,
2372565,C2,,US_SURVEILLANCE_BASIC_720P_YEAR_7D,USD,5.11,1,0,0,5.11,2023-07-01,2023-07-01,US,Korea,,Korea,
2372566,C2,,(EU) Active Insight Premium Early Bird,EUR,6.26,1,0,0,6.26,2023-07-01,2023-07-01,EU,Kuwait,,Kuwait,
2372567,C2,,(EU) C2 Storage Advanced,EUR,43.35,1,0,0,43.35,2023-07-01,2023-07-01,EU,Kuwait,,Kuwait,
2372568,C2,,(EU) C2 Storage Basic,EUR,12.14,1,0,0,12.14,2023-07-01,2023-07-01,EU,Kuwait,,Kuwait,
