InterCoCC,Product,Month,Currency,Received Qty,Total
ES,DS220+,2023/1,EUR,1,259.92
ES,DS220+,2023/1,EUR,1,259.92
ES,DS220+,2023/1,EUR,1,259.92
ES,DS220+,2023/1,EUR,1,259.92
ES,DS220+,2023/1,EUR,2,519.84
ES,DS220+,2023/1,EUR,2,519.84
ES,DS220+,2023/1,EUR,2,519.84
ES,DS220+,2023/1,EUR,2,519.84
ES,DS220+,2023/1,EUR,3,779.76
ES,DS220+,2023/1,EUR,5,1299.6
ES,DS220+,2023/1,EUR,5,1299.6
ES,DS220+,2023/1,EUR,5,1299.6
ES,DS220+,2023/1,EUR,8,2079.36
ES,DS220+,2023/1,EUR,8,2079.36
ES,DS220+,2023/1,EUR,11,2859.12
ES,DS220+,2023/1,EUR,15,3898.8
ES,DS220+,2023/1,EUR,20,5198.4
ES,DS220+,2023/1,EUR,29,7537.68
ES,DS220J,2023/1,EUR,-10,-1468.3
ES,DS220J,2023/1,EUR,1,146.83
ES,DS220J,2023/1,EUR,1,146.83
ES,DS220J,2023/1,EUR,1,146.83
ES,DS220J,2023/1,EUR,1,146.83
ES,DS220J,2023/1,EUR,1,146.83
ES,DS220J,2023/1,EUR,1,146.83
ES,DS220J,2023/1,EUR,1,146.83
ES,DS220J,2023/1,EUR,1,146.83
ES,DS220J,2023/1,EUR,1,146.83
ES,DS220J,2023/1,EUR,1,146.83
ES,DS220J,2023/1,EUR,1,146.83
ES,DS220J,2023/1,EUR,1,146.83
ES,DS220J,2023/1,EUR,1,146.83
ES,DS220J,2023/1,EUR,1,146.83
ES,DS220J,2023/1,EUR,1,146.83
ES,DS220J,2023/1,EUR,1,146.83
ES,DS220J,2023/1,EUR,1,146.83
ES,DS220J,2023/1,EUR,1,146.83
ES,DS220J,2023/1,EUR,1,146.83
ES,DS220J,2023/1,EUR,2,293.66
ES,DS220J,2023/1,EUR,2,293.66
ES,DS220J,2023/1,EUR,2,293.66
ES,DS220J,2023/1,EUR,3,440.49
ES,DS220J,2023/1,EUR,3,440.49
ES,DS220J,2023/1,EUR,3,440.49
ES,DS220J,2023/1,EUR,3,440.49
ES,DS220J,2023/1,EUR,3,440.49
ES,DS220J,2023/1,EUR,15,2202.45
ES,DS220J,2023/1,EUR,28,4111.24
ES,DS220J,2023/1,EUR,30,4404.9
ES,DS418,2023/1,EUR,-3,-960.33
ES,DS418,2023/1,EUR,1,320.11
ES,DS418,2023/1,EUR,1,320.11
ES,DS418,2023/1,EUR,2,640.22
ES,DS418,2023/1,EUR,2,640.22
ES,DS418,2023/1,EUR,2,640.22
ES,DS418,2023/1,EUR,3,960.33
ES,DS420+,2023/1,EUR,1,396.72
ES,DS420+,2023/1,EUR,1,396.72
ES,DS420+,2023/1,EUR,1,396.72
ES,DS420+,2023/1,EUR,1,396.72
ES,DS420+,2023/1,EUR,1,396.72
ES,DS420+,2023/1,EUR,1,396.72
ES,DS420+,2023/1,EUR,6,2380.32
ES,DS420+,2023/1,EUR,8,3173.76
ES,DS420+,2023/1,EUR,8,3173.76
ES,DS420+,2023/1,EUR,8,3173.76
ES,DS420J,2023/1,EUR,1,237.12
ES,DS420J,2023/1,EUR,1,237.12
ES,DS420J,2023/1,EUR,1,237.12
ES,DS720+,2023/1,EUR,1,351.12
ES,DS720+,2023/1,EUR,1,351.12
ES,DS720+,2023/1,EUR,1,351.12
ES,DS720+,2023/1,EUR,4,1404.48
ES,DS720+,2023/1,EUR,11,3862.32
ES,DS723+,2023/1,EUR,1,391.25
ES,DS723+,2023/1,EUR,1,391.25
ES,DS723+,2023/1,EUR,1,391.25
ES,DS723+,2023/1,EUR,2,782.5
ES,DS920+,2023/1,EUR,1,442.32
ES,DS920+,2023/1,EUR,1,442.32
ES,DS920+,2023/1,EUR,1,442.32
ES,DS920+,2023/1,EUR,4,1769.28
ES,DS923+,2023/1,EUR,1,482.45
ES,DS923+,2023/1,EUR,1,482.45
ES,DS923+,2023/1,EUR,1,482.45
ES,DS923+,2023/1,EUR,1,482.45
ES,DS923+,2023/1,EUR,1,482.45
ES,DS923+,2023/1,EUR,1,482.45
ES,DS923+,2023/1,EUR,1,482.45
ES,DS923+,2023/1,EUR,1,482.45
ES,DS923+,2023/1,EUR,1,482.45
ES,DS923+,2023/1,EUR,1,482.45
ES,DS923+,2023/1,EUR,1,482.45
ES,DS923+,2023/1,EUR,1,482.45
ES,DS923+,2023/1,EUR,1,482.45
ES,DS923+,2023/1,EUR,1,482.45
ES,DS923+,2023/1,EUR,1,482.45
ES,DS923+,2023/1,EUR,1,482.45
ES,DS923+,2023/1,EUR,1,482.45
ES,DS923+,2023/1,EUR,1,482.45
ES,DS923+,2023/1,EUR,1,482.45
ES,DS923+,2023/1,EUR,1,482.45
ES,DS923+,2023/1,EUR,1,482.45
ES,DS923+,2023/1,EUR,1,482.45
ES,DS923+,2023/1,EUR,1,482.45
ES,DS923+,2023/1,EUR,1,482.45
ES,DS923+,2023/1,EUR,1,482.45
ES,DS923+,2023/1,EUR,1,482.45
ES,DS923+,2023/1,EUR,2,964.9
ES,DS923+,2023/1,EUR,2,964.9
ES,DS923+,2023/1,EUR,2,964.9
ES,DS923+,2023/1,EUR,2,964.9
ES,DS923+,2023/1,EUR,2,964.9
ES,DS923+,2023/1,EUR,4,1929.8
ES,DS923+,2023/1,EUR,4,1929.8
ES,DS923+,2023/1,EUR,4,1929.8
ES,DS923+,2023/1,EUR,4,1929.8
ES,DS923+,2023/1,EUR,5,2412.25
ES,DS923+,2023/1,EUR,6,2894.7
ES,DS923+,2023/1,EUR,9,4342.05
ES,DS923+,2023/1,EUR,14,6754.3
ES,DS923+,2023/1,EUR,14,6754.3
ES,DX517,2023/1,EUR,1,390.34
ES,DX517,2023/1,EUR,1,390.34
ES,DX517,2023/1,EUR,1,390.34
ES,E10G18-T1,2023/1,EUR,1,112.18
ES,E10G18-T1,2023/1,EUR,1,112.18
ES,E10G18-T1,2023/1,EUR,1,112.18
ES,E10G18-T1,2023/1,EUR,1,112.18
ES,E10G18-T1,2023/1,EUR,2,224.36
ES,E10G21-F2,2023/1,EUR,1,212.5
ES,E10G21-F2,2023/1,EUR,2,425.0
ES,E10M20-T1,2023/1,EUR,1,200.64
ES,E10M20-T1,2023/1,EUR,1,200.64
ES,FS3600,2023/1,EUR,1,7021.83
ES,HAS5300-16T,2023/1,EUR,12,6566.4
ES,HAS5300-16T,2023/1,EUR,12,6566.4
ES,HAT5300-12T,2023/1,EUR,4,1568.64
ES,HAT5300-12T,2023/1,EUR,5,1960.8
ES,HAT5300-12T,2023/1,EUR,6,2352.96
ES,HAT5300-12T,2023/1,EUR,10,3921.6
ES,HAT5300-16T,2023/1,EUR,-1,-519.84
ES,HAT5300-16T,2023/1,EUR,-1,-519.84
ES,HAT5300-16T,2023/1,EUR,2,1039.68
ES,HAT5300-16T,2023/1,EUR,2,1039.68
ES,HAT5300-16T,2023/1,EUR,6,3119.04
ES,HAT5300-16T,2023/1,EUR,8,4158.72
ES,HAT5300-4T,2023/1,EUR,2,310.08
ES,HAT5300-4T,2023/1,EUR,2,310.08
ES,HAT5300-4T,2023/1,EUR,2,310.08
ES,HAT5300-4T,2023/1,EUR,8,1240.32
ES,HAT5300-8T,2023/1,EUR,-1,-255.36
ES,HAT5310-18T,2023/1,EUR,1,565.44
ES,HAT5310-18T,2023/1,EUR,1,565.44
ES,HAT5310-8T,2023/1,EUR,-16,-4085.76
ES,HAT5310-8T,2023/1,EUR,-11,-2808.96
ES,HAT5310-8T,2023/1,EUR,-9,-2298.24
ES,HAT5310-8T,2023/1,EUR,1,255.36
ES,HAT5310-8T,2023/1,EUR,1,255.36
ES,HAT5310-8T,2023/1,EUR,4,1021.44
